   % 1. Title: Iris Plants Database
   % 
   % 2. Sources:
   %      (a) Creator: R.A. Fisher
   %      (b) Donor: Michael Marshall (MARSHALL%PLU@io.arc.nasa.gov)
   %      (c) Date: July, 1988
   % print(outfile, "$(M.UFindex),")
   % print(outfile, "$(M.groupName),")
   % print(outfile, "$(M.name),")

   % print(outfile, "$(M.numberOfRows),")
   % print(outfile, "$(M.numberOfColumns),")

   % print(outfile, "$(M.isSymmectric),")
   % print(outfile, "$(M.isSquare),")
   % print(outfile, "$(M.numberOfConnectedComponent),")
   % print(outfile, "$(M.numberOfConnectedComponent2),")
   % print(outfile, "$(M.numberOfBlockFromDmPerm),")
   % print(outfile, "$(M.avgNNZPerRow),")
   % print(outfile, "$(M.stdNNZPerRow),")
   % print(outfile, "$(M.varNNZPerRow),")

   % print(outfile, "$(M.maxEig),")
   % print(outfile, "$(M.isDiagonallyDominant),")
   % print(outfile, "$(M.isBlockDiagonal),")
   % print(outfile, "$(M.isDiagonal),")

   % print(outfile, "$(M.mm.representation),")
   % print(outfile, "$(M.mm.field),")
   % print(outfile, "$(M.mm.symmetric),")
   % print(outfile, "$(M.mm.domain)")

 
 @RELATION matrixdomains



   @ATTRIBUTE UFindex   NUMERIC
   @ATTRIBUTE groupName   string
   @ATTRIBUTE name   string

   @ATTRIBUTE numberOfRows   NUMERIC 
   @ATTRIBUTE numberOfColumns   NUMERIC 

   @ATTRIBUTE isSymmectric   {true, false}   
   @ATTRIBUTE numberOfConnectedComponent   NUMERIC 
   @ATTRIBUTE numberOfBlockFromDmPerm   NUMERIC
   @ATTRIBUTE normalizedAvgNNZPerRow   NUMERIC
   @ATTRIBUTE avgNNZPerRow   NUMERIC
   @ATTRIBUTE stdNNZPerRow   NUMERIC 
   @ATTRIBUTE varNNZPerRow   NUMERIC

   @ATTRIBUTE maxEig   NUMERIC
   @ATTRIBUTE isMaxEigNegative    {true, false} 

   @ATTRIBUTE isDiagonallyDominant   {true, false} 
   @ATTRIBUTE isBlockDiagonal   {true, false}   
   @ATTRIBUTE isDiagonal   {true, false}  
   %@ATTRIBUTE representation   {"coordinate"}   
   @ATTRIBUTE field   {"real","pattern"}   
   @ATTRIBUTE symmetric   {"symmetric", "general", "skew-symmetric"}
  
   @ATTRIBUTE isPowerNetworkProblem   {0,1}     
   @ATTRIBUTE isStructuralProblem    {0,1} 
   @ATTRIBUTE isCFDP    {0,1} 
   @ATTRIBUTE isSOP    {0,1} 
   @ATTRIBUTE "is2d3dP"    {0,1} 
   @ATTRIBUTE "isSubsequent2d3dP"    {0,1} 
   @ATTRIBUTE isDirectedWeightedGraph    {0,1} 
   @ATTRIBUTE isChemicalProcessSimulationProblem    {0,1} 
   @ATTRIBUTE isThermalProblem    {0,1} 
   @ATTRIBUTE isEconomicProblem    {0,1} 
        
   %@ATTRIBUTE domain {"subsequent circuit simulation problem","circuit simulation problem","thermal problem","structural problem","optimization problem","computational fluid dynamics problem","undirected graph","2D/3D problem","electromagnetics problem","model reduction problem","directed graph","subsequent computational fluid dynamics problem","undirected random graph","eigenvalue/model reduction problem","chemical process simulation problem","directed weighted graph","power network problem","materials problem","subsequent theoretical/quantum chemistry problem","economic problem"}
   @ATTRIBUTE domain {"subsequent circuit simulation problem","structural problem","optimization problem","computational fluid dynamics problem","undirected graph","2D/3D problem","directed graph","chemical process simulation problem","power network problem","economic problem"}

@data
25,"HB","bcsstk03",112,112,true,2,2,0.05102040816326531,5.714285714285714,0.5916623615410651,0.35006435006435,3.6917980351229645e11,false,false,true,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
415,"FIDAP","ex19",12005,12005,false,607,607,0.0018011168121848439,21.62240733027905,12.304801704511556,151.40814498735048,5.111971845886668e7,false,false,true,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
445,"Garon","garon2",13535,13535,false,1,1,0.002037350933404878,27.575544883635022,9.73610154116002,94.79167321977852,44.86826042518517,false,false,false,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
565,"Hollinger","g7jac180sc",53370,53370,false,1297,2557,0.00022514383643426145,12.015926550496534,22.502296768578848,506.353359861194,18621.1829744929,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,1,"economic problem"
745,"Mallya","lhr14c",14270,14270,false,31,1556,0.00151182839315258,21.573791170287315,26.26977967936518,690.1013244023877,2.651709785826814,false,false,true,false,"real","general",0,0,0,0,0,0,0,1,0,0,"chemical process simulation problem"
115,"HB","dwt_198",198,198,true,6,6,0.03550658096112642,7.03030303030303,2.1443091746855245,4.598061836640515,9.242974770838826,false,false,true,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
175,"HB","impcol_e",225,225,false,17,151,0.025738271604938273,5.791111111111111,4.493637477342579,20.19277777777778,75.82743846362972,false,false,true,false,"real","general",0,0,0,0,0,0,0,1,0,0,"chemical process simulation problem"
265,"HB","west0167",167,167,false,1,91,0.01814335401054179,3.029940119760479,1.8641356719996731,3.4750018036216725,254.06629902574804,true,false,false,false,"real","general",0,0,0,0,0,0,0,1,0,0,"chemical process simulation problem"
325,"Bai","pde900",900,900,false,1,1,0.005407407407407407,4.866666666666666,0.35296298652322494,0.12458286985539427,9.599868185030981,false,false,false,false,"real","general",0,0,0,0,1,0,0,0,0,0,"2D/3D problem"
55,"HB","bcsstk33",8738,8738,true,1,1,0.00775223972597465,67.73907072556649,16.107836930572855,259.46241058192675,76.82726662740336,false,false,false,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
865,"Pothen","barth",6691,6691,true,1,1,0.0010316626185592815,6.9028545807801525,1.3120606163256605,1.7215030609128719,8.318304860436825,false,false,false,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
925,"FEMLAB","ns3Da",20414,20414,false,1,1,0.004030411473965355,82.27681982952876,43.90011770652457,1927.220334646712,0.5004988356110625,false,false,false,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
1465,"Pajek","Erdos971",472,472,true,42,230,0.011796179258833668,5.567796610169491,6.69312644670492,44.79794163158083,16.710022437602245,false,false,true,false,"pattern","symmetric",0,0,0,0,0,0,0,0,0,0,"undirected graph"
1495,"Pajek","GD98_a",38,38,false,35,9,0.03462603878116344,1.3157894736842106,2.5051866538637424,6.275960170697013,2.0000000000000018,false,false,true,false,"pattern","general",0,0,0,0,0,0,0,0,0,0,"directed graph"
1525,"Pajek","Tina_AskCal",11,11,false,4,2,0.23966942148760328,2.6363636363636362,1.2060453783110545,1.4545454545454544,2.1069193403762205,false,false,true,false,"pattern","general",0,0,0,0,0,0,0,0,0,0,"directed graph"
1555,"Schenk_IBMNA","c-36",7479,7479,true,1,1,0.0011788769127609095,8.816820430538842,28.45079235187123,809.4475854492945,17482.23588694508,false,false,false,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,"optimization problem"
1165,"Sandia","oscil_dcop_54",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009454,2.102477367593649,2.0010042911153429e6,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1225,"GHS_indef","c-68",64810,64810,true,6,6,0.0001347501691590823,8.733158463200123,18.686997199018013,349.20386431610706,8.213389520643852e8,false,false,true,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,"optimization problem"
1255,"GHS_psdef","copter1",17222,17222,true,1,1,0.0007116181144801042,12.255487167576355,5.749820963841738,33.060441116233925,16.259925342205538,false,false,false,false,"pattern","symmetric",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
26,"HB","bcsstk04",132,132,true,1,1,0.209366391184573,27.636363636363637,10.791057031948224,116.44691186675921,1.7076420884560317e7,false,false,false,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
176,"HB","jagmesh1",936,936,true,1,1,0.0071499013806706115,6.6923076923076925,0.7278894957741959,0.5298231180584132,7.905596237088843,false,false,false,false,"pattern","symmetric",0,0,0,0,1,0,0,0,0,0,"2D/3D problem"
116,"HB","dwt_209",209,209,true,1,1,0.03990293262516884,8.339712918660288,2.258403519225387,5.1003864556496135,11.439692254493313,false,false,false,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
206,"HB","lund_a",147,147,true,1,1,0.11333240779304919,16.65986394557823,4.4112195043557945,19.458857515608983,3.7367523158919686e8,false,false,false,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
266,"HB","west0381",381,381,false,1,6,0.01470091829072547,5.601049868766404,4.7399088321380445,22.466735736980244,0.0,false,false,false,false,"real","general",0,0,0,0,0,0,0,1,0,0,"chemical process simulation problem"
746,"Mallya","lhr17",17576,17576,false,31,1807,0.0012293350793453812,21.60679335457442,26.138362065867838,683.2139714863988,0.0,false,false,true,false,"real","general",0,0,0,0,0,0,0,1,0,0,"chemical process simulation problem"
356,"Boeing","ct20stif",52329,52329,true,1,1,0.0009495935364653554,49.69128016969558,16.547612845577575,273.82349088712397,1.7731946741112415e12,false,false,false,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
416,"FIDAP","ex2",441,441,true,1,1,0.13800319825587076,60.859410430839006,25.620716202763088,656.4210987425271,9.96380100985301e8,true,false,false,false,"real","symmetric",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
446,"Goodwin","goodwin",7320,7320,false,2,2,0.006061169339186001,44.36775956284153,26.563810243535755,705.6360146545752,320.6589252230836,false,false,true,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
536,"Gupta","gupta1",31802,31802,true,1,1,0.0021398854851536198,68.05263819885542,360.3086009406601,129822.28791181585,421.31853652951827,false,false,false,false,"pattern","symmetric",0,0,0,0,0,0,0,0,0,0,"optimization problem"
566,"Hollinger","g7jac200",59310,59310,false,1437,2837,0.00020400400139171425,12.099477322542572,22.68608905686252,514.6586366958975,2.657567971958621e8,true,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,1,"economic problem"
236,"HB","psmigr_2",3140,3140,false,1,1,0.0547711874721084,171.98152866242037,191.6717262152872,36738.05063034802,0.9999998280854384,false,false,false,false,"real","general",0,0,0,0,0,0,0,0,0,1,"economic problem"
836,"Zitney","extr1",2837,2837,false,1,880,0.0013626024700788425,3.8657032076136764,2.019809592656103,4.079630790585613,0.0,false,false,false,false,"real","general",0,0,0,0,0,0,0,1,0,0,"chemical process simulation problem"
866,"Pothen","barth4",6019,6019,true,1,1,0.0011307439494709682,6.805947831865758,0.6955380591274527,0.48377319169478383,8.055621309645161,false,false,false,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
926,"FEMLAB","poisson2D",367,367,false,1,1,0.017945043767494007,6.5858310626703,1.1700337689838392,1.3689790205625278,0.8875697951650388,false,false,false,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
986,"Sandia","adder_dcop_03",1813,1813,false,7,483,0.003391574426165869,6.148924434638721,30.786111357884945,947.7846525400923,3.8665317165752437,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1016,"Sandia","adder_dcop_33",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.1800594912228428,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1046,"Sandia","adder_dcop_63",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.1742990296309643,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1076,"Sandia","fpga_dcop_22",1220,1220,false,34,188,0.003958613276001075,4.829508196721312,4.014385300336206,16.115289339555417,2.8716558826521252,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1136,"Sandia","oscil_dcop_25",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009454,2.102477367593649,2.0010042911153447e6,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1166,"Sandia","oscil_dcop_55",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009454,2.102477367593649,2.0010042911153447e6,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1226,"GHS_indef","c-69",67458,67458,true,29,29,0.0001371064255862473,9.24892525719707,21.948270594188273,481.7265820757096,790105.5944149216,false,false,true,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,"optimization problem"
1286,"DNVS","tsyl201",20685,20685,true,1,1,0.005737633969818699,118.68295866569979,28.555330943646652,815.4069253011841,127.22675448754478,false,false,false,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
2396,"Newman","dolphins",62,62,true,1,19,0.08272632674297606,5.129032258064516,2.955871461566456,8.737176097303015,7.1936140153786745,false,false,false,false,"pattern","symmetric",0,0,0,0,0,0,0,0,0,0,"undirected graph"
2426,"AG-Monien","brack2",62631,62631,true,1,1,0.0001868939275901491,11.70535357889863,4.873485787665431,23.750863722576952,14.545835605140955,false,false,false,false,"pattern","symmetric",0,0,0,0,1,0,0,0,0,0,"2D/3D problem"
1466,"Pajek","Erdos972",5488,5488,true,754,50,0.0004704805183214477,2.581997084548105,5.949227824059283,35.39331170256115,14.448196379279278,false,false,true,false,"pattern","symmetric",0,0,0,0,0,0,0,0,0,0,"undirected graph"
1496,"Pajek","GD98_b",121,121,false,12,23,0.014138378526056964,1.7107438016528926,1.2209150702712395,1.4906336088154257,2.426689589028433,false,false,true,false,"pattern","general",0,0,0,0,0,0,0,0,0,0,"directed graph"
1526,"Pajek","Tina_AskCog",11,11,false,1,3,0.2975206611570248,3.272727272727273,1.4206272622267313,2.018181818181818,2.7834454954678023,false,false,false,false,"pattern","general",0,0,0,0,0,0,0,0,0,0,"directed graph"
1556,"Schenk_IBMNA","c-37",8204,8204,true,1,1,0.001109506226048061,9.102389078498293,14.833325657582204,220.02755006388654,88179.13655919512,false,false,false,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,"optimization problem"
27,"HB","bcsstk05",153,153,true,1,1,0.10350719808620616,15.836601307189543,5.129195992627672,26.308651530787767,9.30548342846811e6,false,false,false,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
177,"HB","jagmesh2",1009,1009,true,1,1,0.006743078399459375,6.8037661050545095,0.6035162252398615,0.36423183412777116,7.969544082835037,false,false,false,false,"pattern","symmetric",0,0,0,0,1,0,0,0,0,0,"2D/3D problem"
117,"HB","dwt_221",221,221,true,1,1,0.0333531254478819,7.3710407239819,1.6090294373168568,2.588975730152201,9.222840845473595,false,false,false,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
57,"HB","bcsstm02",66,66,true,66,66,0.015151515151515152,1.0,0.0,0.0,0.34565714691000005,false,true,true,true,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
207,"HB","lund_b",147,147,true,1,1,0.11296219167939285,16.60544217687075,4.431453305523013,19.63777839903084,10764.858450175969,false,false,false,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
267,"HB","west0479",479,479,false,2,166,0.008228694958616813,3.941544885177453,2.7513265179430735,7.569797608336758,1700.6623205986557,false,false,true,false,"real","general",0,0,0,0,0,0,0,1,0,0,"chemical process simulation problem"
357,"Boeing","msc00726",726,726,true,1,1,0.06548960681192087,47.54545454545455,18.531092231985262,343.4013793103445,5.743525899308477e9,false,false,false,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
417,"FIDAP","ex20",2203,2203,false,1,1,0.013976319585659716,30.789832047208353,15.747203840974423,247.97442880919965,0.2318470762044863,true,false,false,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
447,"Goodwin","rim",22560,22560,false,2,2,0.001994191611966199,44.988962765957446,26.576215626211585,706.2952370108928,55050.084093844154,false,false,true,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
537,"Gupta","gupta2",62064,62064,true,1,1,0.001102895137027593,68.45008378448054,356.0262440967811,126754.68648566077,421.31866971701584,false,false,false,false,"pattern","symmetric",0,0,0,0,0,0,0,0,0,0,"optimization problem"
567,"Hollinger","g7jac200sc",59310,59310,false,1437,2837,0.00020400400139171425,12.099477322542572,22.68608905686252,514.6586366958975,37242.35914208611,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,1,"economic problem"
747,"Mallya","lhr17c",17576,17576,false,31,1798,0.0012365020813958042,21.732760582612652,26.321387953710925,692.8154638097585,0.0,false,false,true,false,"real","general",0,0,0,0,0,0,0,1,0,0,"chemical process simulation problem"
237,"HB","psmigr_3",3140,3140,false,1,1,0.0550894559617023,172.98089171974522,191.67226798852758,36738.25831586593,0.9999999133308115,false,false,false,false,"real","general",0,0,0,0,0,0,0,0,0,1,"economic problem"
807,"Rothberg","struct3",53570,53570,true,2,2,0.00040898896623180685,21.909538921037893,4.297591684430506,18.469294286086228,27.14688824388231,false,false,true,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
837,"Zitney","hydr1",5308,5308,false,1,1076,0.0008049728296825143,4.2727957799547855,2.8530028646826855,8.139625345887609,1994.5905212109303,true,false,false,false,"real","general",0,0,0,0,0,0,0,1,0,0,"chemical process simulation problem"
867,"Pothen","barth5",15606,15606,true,1,1,0.0004408261894624827,6.879533512751506,0.5734443175998498,0.3288383853875574,8.109775514707692,false,false,false,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
927,"FEMLAB","poisson3Da",13514,13514,false,1,1,0.001931585635330921,26.103448275862068,13.764985656095318,189.47483011250984,0.8735605235459651,false,false,false,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
987,"Sandia","adder_dcop_04",1813,1813,false,8,474,0.003379100928545417,6.126309983452841,30.787942321495215,947.8973923917162,1.6101001913045119,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1017,"Sandia","adder_dcop_34",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.1799130746391164,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1047,"Sandia","adder_dcop_64",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.1742990296309463,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1077,"Sandia","fpga_dcop_23",1220,1220,false,34,188,0.003958613276001075,4.829508196721312,4.014385300336206,16.115289339555417,2.871651785459994,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1107,"Sandia","fpga_trans_02",1220,1220,false,1,133,0.004959688255845203,6.050819672131148,5.91426642262101,34.97854731774231,2.887700127504736,false,false,false,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1137,"Sandia","oscil_dcop_26",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009454,2.102477367593649,2.001004291115341e6,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1167,"Sandia","oscil_dcop_56",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009454,2.102477367593649,2.0010042911153424e6,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1287,"GHS_psdef","vanbody",47072,47072,true,1,1,0.0010511256372348985,49.478585995921144,17.657565043125032,311.78960325219117,7.242393003318376e11,false,false,false,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
1227,"GHS_indef","c-70",68924,68924,true,1,1,0.00013871877363121353,9.561052753757762,22.646032055783408,512.8427678715697,806449.998115874,false,false,false,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,"optimization problem"
1257,"GHS_psdef","crankseg_1",52804,52804,true,1,1,0.003806747148005886,201.0114764033028,88.66501784777151,7861.485389945639,9.794547770378204e10,false,false,false,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
1467,"Pajek","Erdos981",485,485,true,44,173,0.011741949197576788,5.6948453608247425,6.827998556230698,46.621564283888496,16.99852290482928,false,false,true,false,"pattern","symmetric",0,0,0,0,0,0,0,0,0,0,"undirected graph"
1497,"Pajek","GD98_c",112,112,true,1,1,0.026785714285714284,3.0,0.0,0.0,3.0000000000000013,false,false,false,false,"pattern","symmetric",0,0,0,0,0,0,0,0,0,0,"undirected graph"
1527,"Pajek","Tina_DisCal",11,11,false,3,2,0.33884297520661155,3.727272727272727,1.4206272622267313,2.018181818181818,3.2863738267140734,false,false,true,false,"pattern","general",0,0,0,0,0,0,0,0,0,0,"directed graph"
1557,"Schenk_IBMNA","c-38",8127,8127,true,1,1,0.001176248308260178,9.559370001230466,16.500281935756153,272.2593039594408,1216.6943401010058,false,false,false,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,"optimization problem"
2457,"DIMACS10","chesapeake",39,39,true,1,1,0.22353714661406968,8.717948717948717,6.22367600778933,38.734143049932534,11.495850926919108,false,false,false,false,"pattern","symmetric",0,0,0,0,0,0,0,0,0,0,"undirected graph"
28,"HB","bcsstk06",420,420,true,1,1,0.0445578231292517,18.714285714285715,6.473318523797148,41.90385271053528,5.627266045764267e9,false,false,false,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
58,"HB","bcsstm03",112,112,true,112,74,0.005739795918367347,0.6428571428571429,0.48131095111188943,0.23166023166023164,10807.0,false,false,true,true,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
118,"HB","dwt_234",234,234,true,7,7,0.015231207538899847,3.5641025641025643,1.4729877691196998,2.16969296797623,5.583099094567717,false,false,true,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
178,"HB","jagmesh3",1089,1089,true,1,1,0.006206990178941093,6.75941230486685,0.666260156000229,0.44390259547344946,7.967735921322818,false,false,false,false,"pattern","symmetric",0,0,0,0,1,0,0,0,0,0,"2D/3D problem"
208,"HB","mahindas",1258,1258,false,1,670,0.004854148078687497,6.106518282988871,9.54542489760404,91.11513647579908,6.685262311366627,true,false,false,false,"real","general",0,0,0,0,0,0,0,0,0,1,"economic problem"
268,"HB","west0497",497,497,false,2,294,0.006967357464707764,3.4627766599597587,3.9450769055551347,15.563631790744477,6868.843999969793,true,false,true,false,"real","general",0,0,0,0,0,0,0,1,0,0,"chemical process simulation problem"
298,"Bai","bwm200",200,200,false,1,1,0.0199,3.98,0.14035131799278386,0.019698492462311534,1235.5069195635251,true,false,false,false,"real","general",0,0,0,0,0,0,0,1,0,0,"chemical process simulation problem"
328,"Bai","qh882",882,882,false,1,43,0.004311475156956206,3.802721088435374,1.744026116064831,3.0416270935161793,8.454723607068509e6,true,false,false,false,"real","general",1,0,0,0,0,0,0,0,0,0,"power network problem"
358,"Boeing","msc01050",1050,1050,true,1,1,0.023762358276643993,24.95047619047619,18.078987396506367,326.84978528303606,3.2539516003376655e7,false,false,false,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
418,"FIDAP","ex21",656,656,false,1,1,0.044067891136228436,28.908536585365855,14.647330590509213,214.544293427667,0.5145270708214428,false,false,false,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
448,"Graham","graham1",9035,9035,false,474,478,0.004109603892383092,37.13027116768124,22.241249920170223,494.6731980114719,81846.04733959059,true,false,true,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
538,"Gupta","gupta3",16783,16783,true,1,1,0.033100639594854514,555.5280343204433,1233.5570101556903,1.5216628973042457e6,1541.6116250678942,false,false,false,false,"pattern","symmetric",0,0,0,0,0,0,0,0,0,0,"optimization problem"
568,"Hollinger","jan99jac020",6774,6774,false,1291,1311,0.0007353704559427582,4.981399468556244,5.679719534172897,32.25921398686519,619635.8720102425,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,1,"economic problem"
748,"Mallya","lhr34",35152,35152,false,61,7985,0.0006045110496396273,21.24977241693218,26.38147493062538,695.9822195152154,0.0,false,false,true,false,"real","general",0,0,0,0,0,0,0,1,0,0,"chemical process simulation problem"
808,"Rothberg","struct4",4350,4350,true,1,1,0.012566944114149822,54.66620689655172,21.83820463124575,476.9071815161632,72.94731424808391,false,false,false,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
838,"Zitney","radfr1",1048,1048,false,2,98,0.012108669366587029,12.689885496183207,9.298725548967122,86.4662968350139,48.57614253994103,true,false,true,false,"real","general",0,0,0,0,0,0,0,1,0,0,"chemical process simulation problem"
868,"Pothen","bodyy4",17546,17546,true,1,1,0.000394819608139119,6.927504844408982,0.5794911419427353,0.3358099835900954,1287.178243472912,false,true,false,false,"real","symmetric",0,1,0,0,0,0,0,0,0,0,"structural problem"
928,"FEMLAB","poisson3Db",85623,85623,false,1,1,0.0003239465860221328,27.73727853497308,14.712139452225646,216.44704726173433,0.9373452884339903,false,false,false,false,"real","general",0,0,1,0,0,0,0,0,0,0,"computational fluid dynamics problem"
1468,"Pajek","Erdos982",5822,5822,true,877,50,0.00043515864733692934,2.5334936447956027,5.948339830079635,35.38274673411183,14.819447759575255,false,false,true,false,"pattern","symmetric",0,0,0,0,0,0,0,0,0,0,"undirected graph"
1528,"Pajek","Tina_DisCog",11,11,false,1,2,0.396694214876033,4.363636363636363,1.6292775867068983,2.6545454545454543,3.6375728367705396,false,false,false,false,"pattern","general",0,0,0,0,0,0,0,0,0,0,"directed graph"
1558,"Schenk_IBMNA","c-39",9271,9271,true,1,1,0.001356428683958888,12.57545032898285,29.277688786498484,857.183060679059,505134.2240831709,false,false,false,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,"optimization problem"
988,"Sandia","adder_dcop_05",1813,1813,false,6,473,0.003376058612052624,6.1207942636514066,30.78574167954259,947.7618907595257,5.064498220328641,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1018,"Sandia","adder_dcop_35",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.179612944386658,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1048,"Sandia","adder_dcop_65",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.174299029630947,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1078,"Sandia","fpga_dcop_24",1220,1220,false,34,188,0.003958613276001075,4.829508196721312,4.014385300336206,16.115289339555417,2.871652419105289,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1138,"Sandia","oscil_dcop_27",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009454,2.102477367593649,2.0010042911153443e6,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1168,"Sandia","oscil_dcop_57",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009454,2.102477367593649,2.001004291115343e6,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1228,"GHS_indef","c-71",76638,76638,true,18,18,0.00014634155367715192,11.21532399070957,29.236642710383794,854.7812769746378,104100.61893449005,false,false,true,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,"optimization problem"
