@relation matrixdomains

@attribute numberOfRows numeric
@attribute numberOfColumns numeric
@attribute numberOfConnectedComponent numeric
@attribute numberOfBlockFromDmPerm numeric
@attribute normalizedAvgNNZPerRow numeric
@attribute avgNNZPerRow numeric
@attribute stdNNZPerRow numeric
@attribute varNNZPerRow numeric
@attribute maxEig numeric
@attribute field {real,pattern}
@attribute symmetric {symmetric,general,skew-symmetric}
@attribute domain {'subsequent circuit simulation problem','structural problem','optimization problem','computational fluid dynamics problem','undirected graph','2D/3D problem','directed graph','chemical process simulation problem','power network problem','economic problem','circuit simulation problem','subsequent computational fluid dynamics problem','subsequent theoretical/quantum chemistry problem','electromagnetics problem','directed weighted graph','materials problem','eigenvalue/model reduction problem','model reduction problem','undirected random graph','thermal problem'}

@data
2910,2910,1,1,0.020583,59.895533,30.025509,901.531194,200586018.969509,real,symmetric,'structural problem'
4562,4562,322,322,0.006633,30.258658,15.175526,230.296598,13.374838,real,general,'subsequent computational fluid dynamics problem'
2048,2048,1,1,0.002411,4.938477,0.506069,0.256106,0.978802,real,general,'electromagnetics problem'
588,588,1,1,0.061948,36.42517,9.315747,86.783147,53721947.247769,real,symmetric,'structural problem'
268,268,1,1,0.04291,11.5,5.769285,33.284644,15.458938,pattern,symmetric,'structural problem'
59,59,1,1,0.076702,4.525424,0.97124,0.943308,5.966416,pattern,symmetric,'structural problem'
3937,3937,290,351,0.001639,6.453391,3.055953,9.338846,11719857.734811,real,general,'computational fluid dynamics problem'
960,960,1,1,0.017192,16.504167,2.454589,6.025009,954.149532,real,symmetric,'structural problem'
9506,9506,1,1,0.01673,159.03198,25.185281,634.298399,1.9584,real,symmetric,'subsequent theoretical/quantum chemistry problem'
3402,3402,3402,3402,0.011265,38.321869,28.818744,830.52001,3.9774544104789944E14,real,general,'structural problem'
63336,63336,1,1,0.00078,49.42554,11.803252,139.316758,57.640428,pattern,symmetric,'structural problem'
1015,1015,1,1,0.01068,10.840394,3.166352,10.025783,1,real,general,'directed weighted graph'
4257,4257,1,1,0.002067,8.800799,0.753294,0.567452,201.221813,real,symmetric,'model reduction problem'
32769,32769,1,1,0.000355,11.636791,13.957377,194.808383,0,real,general,'materials problem'
18,18,1,5,0.114198,2.055556,0.235702,0.055556,2.09491,pattern,general,'directed graph'
2921,2921,1,1,0.002396,6.999315,10.214682,104.339726,32793455.694419,real,symmetric,'optimization problem'
22401,22401,3,3,0.000359,8.046293,20.459043,418.572455,531719.337094,real,symmetric,'optimization problem'
1250,1250,1,1,0.004672,5.84,0.38382,0.147318,46.361184,real,general,'computational fluid dynamics problem'
9520,9520,2,2,0.004427,42.142857,32.481606,1055.054703,71.426091,pattern,symmetric,'optimization problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.282926,real,general,'subsequent circuit simulation problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179903,real,general,'subsequent circuit simulation problem'
1220,1220,34,194,0.003932,4.796721,4.023066,16.185059,12.342262,real,general,'subsequent circuit simulation problem'
1220,1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
2232,2232,25,3,0.016129,36,11.236108,126.250112,41.355262,pattern,symmetric,'structural problem'
3002,3002,1,1002,0.000999,2.998001,0.818396,0.669773,1,real,symmetric,'materials problem'
97578,97578,1,1,0.001024,99.95665,28.557841,815.55029,1586826040603.880704,real,symmetric,'structural problem'
27792,27792,285,3460,0.000225,6.253454,1.673276,2.799851,11.937234,real,symmetric,'2D/3D problem'
72000,72000,1,1,0.005539,398.82825,76.944074,5920.39048,2830.159183,real,symmetric,'2D/3D problem'
85567,85567,1,1,0.000057,4.899097,0.304866,0.092943,5.991432,pattern,symmetric,'structural problem'
28216,28216,2,2,0.000917,25.874681,264.440723,69928.896079,48493.798451,real,symmetric,'power network problem'
20944,20944,2576,6781,0.00017,3.551662,2.686469,7.217118,300158.605661,real,general,'eigenvalue/model reduction problem'
4720,4720,1,1,0.001232,5.814407,0.6708,0.449973,6.030185,pattern,symmetric,'2D/3D problem'
16384,16384,1,1,0.000366,5.996338,1.34823,1.817724,6.679474,pattern,symmetric,'undirected graph'
148,148,2,2,0.069713,10.317568,7.421276,55.075336,191.984118,real,general,'2D/3D problem'
32768,32768,6,60,0.000298,9.780273,3.155138,9.954893,17.358999,pattern,symmetric,'undirected random graph'
11948,11948,792,792,0.001044,12.478239,7.62482,58.137888,72376740712.966256,real,symmetric,'structural problem'
485,485,485,485,0.002062,1,0,0,95591101.2307,real,symmetric,'structural problem'
292,292,1,1,0.02979,8.69863,5.408876,29.255943,13.163922,pattern,symmetric,'structural problem'
592,592,1,1,0.014564,8.621622,1.607535,2.584168,10.871999,pattern,symmetric,'structural problem'
1107,1107,1,1,0.004622,5.116531,1.403292,1.969229,0.999947,real,general,'directed weighted graph'
511,511,98,135,0.010708,5.471624,3.440058,11.833997,985536.399204,real,general,'computational fluid dynamics problem'
100,100,1,1,0.0594,5.94,1.455189,2.117576,1.282746,real,symmetric,'structural problem'
3345,3345,616,616,0.002033,6.800897,3.964382,15.716327,13.124842,pattern,symmetric,'structural problem'
512,512,1,1,0.00946,4.84375,0.667237,0.445205,2.299705,real,general,'electromagnetics problem'
2624,2624,6,60,0.005203,13.652058,72.880051,5311.501841,1.094838,real,general,'circuit simulation problem'
4562,4562,322,322,0.00633,28.876589,16.726225,279.766613,15.513264,real,general,'subsequent computational fluid dynamics problem'
1733,1733,2,2,0.007388,12.803808,4.227323,17.870263,151658558816.265824,real,symmetric,'computational fluid dynamics problem'
3083,3083,2,1872,0.001238,3.816737,3.488902,12.172439,24.142903,real,general,'chemical process simulation problem'
11790,11790,317,597,0.000773,9.107973,14.493869,210.072233,1242.624334,real,general,'economic problem'
9129,9129,321,321,0.000635,5.792858,3.83711,14.723411,2024.36603,real,general,'economic problem'
4704,4704,1,1,0.004734,22.269558,6.456716,41.689177,304505945.750771,real,symmetric,'structural problem'
30237,30237,1,1,0.001586,47.959884,14.233034,202.579254,9786258302.688498,real,symmetric,'structural problem'
9506,9506,1,1,0.01673,159.03219,25.184955,634.281973,1.9584,real,symmetric,'subsequent theoretical/quantum chemistry problem'
55590,55590,1,1,0.001365,75.888829,110.888918,12296.352173,178.225063,pattern,symmetric,'structural problem'
3534,3534,1,1,0.00333,11.769666,3.752403,14.080529,1,real,general,'directed weighted graph'
73752,73752,17459,17459,0.000395,29.1322,18.806961,353.701767,73235226.149101,real,symmetric,'structural problem'
80595,80595,1,1,0.000068,5.444444,0.64022,0.409882,73235226.148438,real,symmetric,'optimization problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.262437,real,general,'subsequent circuit simulation problem'
200,200,1,1,0.028,5.6,0.567105,0.321608,33.38668,real,general,'computational fluid dynamics problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179858,real,general,'subsequent circuit simulation problem'
1220,1220,34,193,0.003937,4.803279,4.020537,16.164714,8.782506,real,general,'subsequent circuit simulation problem'
1220,1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
3491,3491,76,3,0.013165,45.959324,12.956133,167.861382,54.979357,pattern,symmetric,'structural problem'
38434,38434,312,312,0.000139,5.331529,1.994852,3.979436,3.059095,real,symmetric,'2D/3D problem'
36519,36519,57,57,0.000245,8.92979,0.791681,0.626759,10.905274,pattern,symmetric,'structural problem'
7102,7102,1,1,0.006745,47.901999,19.954983,398.201351,74.625439,real,symmetric,'structural problem'
88343,88343,97,97,0.000313,27.639168,85.303026,7276.606289,146.016205,pattern,symmetric,'optimization problem'
79171,79171,1,1,0.000694,54.970949,14.524164,210.951335,6.001716,real,symmetric,'model reduction problem'
3509,3509,7,7,0.002611,9.16073,13.475106,181.578492,11944.56613,real,symmetric,'optimization problem'
23196,23196,2,2,0.000377,8.753578,18.198557,331.187474,10606.946558,real,symmetric,'optimization problem'
2454,2454,2,2,0.004157,10.200489,42.774446,1829.653224,8272.413253,real,symmetric,'power network problem'
36692,36692,1065,8719,0.000273,10.020222,36.100496,1303.245837,118.417715,pattern,symmetric,'directed graph'
7135,7135,1070,1299,0.000682,4.868676,3.290188,10.825336,111886327.800838,real,general,'eigenvalue/model reduction problem'
32768,32768,1,1,0.000183,5.998169,1.355438,1.837211,6.928289,pattern,symmetric,'undirected graph'
65536,65536,5,77,0.000159,10.440887,3.247834,10.548424,19.833868,pattern,symmetric,'undirected random graph'
60005,60005,1,1,0.00005,2.981085,0.136226,0.018558,19.833868,pattern,symmetric,'undirected graph'
308,308,2,2,0.033543,10.331169,7.307178,53.394856,776.554983,real,general,'2D/3D problem'
9000,9000,1,1,0.000328,2.950667,0.216575,0.046905,2.996355,pattern,symmetric,'2D/3D problem'
817,817,1,1,0.010267,8.388005,2.307809,5.325983,3.2679230457812256E14,real,symmetric,'structural problem'
3600,3600,3600,3600,0.000278,1,0,0,0.000293,real,symmetric,'structural problem'
445,445,1,1,0.019235,8.559551,1.258907,1.584847,9.950941,pattern,symmetric,'structural problem'
607,607,4,4,0.013926,8.453048,2.372286,5.627742,11.055887,pattern,symmetric,'structural problem'
115,115,1,1,0.031834,3.66087,0.981289,0.962929,1,real,general,'directed weighted graph'
3937,3937,290,351,0.001639,6.453391,3.055953,9.338846,11719856.760849,real,general,'computational fluid dynamics problem'
468,468,1,1,0.023614,11.051282,2.461163,6.057322,1000813.07303,real,symmetric,'structural problem'
240,240,1,1,0.039028,9.366667,2.64475,6.9947,21711984.315567,real,general,'computational fluid dynamics problem'
512,512,1,1,0.009537,4.882813,0.73088,0.534185,0.977909,real,general,'electromagnetics problem'
4510,4510,3231,3249,0.001042,4.700443,22.509131,506.660967,3.205979,real,general,'circuit simulation problem'
54870,54870,1,1,0.000889,48.793949,8.530714,72.773085,3472564301.094041,real,symmetric,'structural problem'
4562,4562,322,322,0.006633,30.258658,15.175526,230.296598,17.683859,real,general,'subsequent computational fluid dynamics problem'
19716,19716,342,342,0.000586,11.55772,4.498639,20.237754,35079232.85328,real,general,'computational fluid dynamics problem'
13436,13436,1,2545,0.000397,5.32852,4.623832,21.379822,15.557599,real,general,'chemical process simulation problem'
800,800,1,1,0.059925,47.94,6.662348,44.386884,48.882311,pattern,symmetric,'undirected random graph'
14760,14760,387,737,0.000666,9.834485,16.866544,284.480293,2485.242652,real,general,'economic problem'
9129,9129,321,321,0.000635,5.792858,3.83711,14.723411,1048576,real,general,'economic problem'
23052,23052,1,1,0.002151,49.589623,12.221592,149.367309,238491228.933827,real,symmetric,'structural problem'
62424,62424,1,1,0.000441,27.517669,2.294354,5.264061,9.943277,real,general,'subsequent computational fluid dynamics problem'
37164,37164,1,1,0.001597,59.335486,24.623815,606.332243,78.620532,pattern,symmetric,'structural problem'
10429,10429,1,1,0.000953,9.933742,2.276176,5.180976,17.141611,pattern,symmetric,'structural problem'
11397,11397,1,1,0.00116,13.217952,3.983872,15.871236,1,real,general,'directed weighted graph'
7102,7102,2,2,0.003373,23.955787,9.981366,99.627675,0.001359,real,symmetric,'structural problem'
20360,20360,1,1,0.00123,25.042534,3.93089,15.451897,1.473698,real,symmetric,'model reduction problem'
23,23,3,10,0.164461,3.782609,3.605003,12.996047,5.312992,pattern,general,'directed graph'
2114,2114,417,649,0.001002,2.119205,3.049207,9.297662,7.561904,pattern,symmetric,'undirected graph'
3792,3792,2,2,0.002008,7.613397,12.606636,158.927259,128372.683442,real,symmetric,'optimization problem'
23948,23948,5,5,0.000353,8.464506,16.043351,257.389102,3.886924984197469E15,real,symmetric,'optimization problem'
200,200,1,1,0.028,5.6,0.567105,0.321608,9.424699,real,general,'computational fluid dynamics problem'
9914,9914,4391,797,0.000375,3.717369,10.591467,112.179166,35.617818,pattern,general,'directed graph'
16320,16320,2,2,0.003549,57.916667,39.12804,1531.003534,93.442458,pattern,symmetric,'optimization problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.255928,real,general,'subsequent circuit simulation problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179826,real,general,'subsequent circuit simulation problem'
1220,1220,34,193,0.003934,4.79918,4.022272,16.17867,208.552102,real,general,'subsequent circuit simulation problem'
1220,1220,34,188,0.003959,4.829508,4.014385,16.115289,0,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
700,700,10,3,0.045255,31.678571,12.415015,154.132587,43.978547,pattern,symmetric,'structural problem'
15449,15449,1,1,0.008089,124.969577,42.49616,1805.923595,162.316181,pattern,symmetric,'structural problem'
14454,14454,2,2,0.000708,10.237443,105.257028,11079.041936,8272.413253,real,symmetric,'power network problem'
9735,9735,1320,1933,0.000432,4.209861,3.05585,9.338222,1001906103.588745,real,general,'eigenvalue/model reduction problem'
81920,81920,1,1,0.000049,4,0,0,34192818779.671568,real,symmetric,'computational fluid dynamics problem'
4253,4253,1,1,0.001359,5.77898,0.706814,0.499586,6.029395,pattern,symmetric,'2D/3D problem'
65536,65536,1,1,0.000092,5.998993,1.353208,1.831173,6.952338,pattern,symmetric,'undirected graph'
4824,4824,1,286,0.000588,2.834577,0.406252,0.165041,2.993166,pattern,symmetric,'undirected graph'
628,628,2,2,0.016091,10.105096,7.104042,50.467406,3114.312146,real,general,'2D/3D problem'
485,485,4,4,0.013328,6.463918,2.362158,5.57979,2.4503267136243152E16,real,symmetric,'structural problem'
138,138,138,138,0.007246,1,0,0,0.019475,real,symmetric,'structural problem'
600,600,151,151,0.015722,9.433333,4.529505,20.516416,4685603974.565228,real,general,'computational fluid dynamics problem'
2873,2873,2650,84,0.000159,0.457362,1.790472,3.205789,3.337948,real,symmetric,'optimization problem'
61,61,1,1,0.149691,9.131148,3.90502,15.24918,11.946709,pattern,symmetric,'structural problem'
66,66,1,1,0.073462,4.848485,0.638325,0.407459,6.003238,pattern,symmetric,'structural problem'
185,185,1,1,0.028488,5.27027,0.873793,0.763514,1.000006,real,general,'directed weighted graph'
131,131,48,65,0.031234,4.091603,3.476184,12.083852,119005.613583,real,general,'computational fluid dynamics problem'
675,675,1,1,0.007144,4.822222,0.40153,0.161227,11624198.772462,real,symmetric,'2D/3D problem'
8192,8192,1,1,0.000622,5.095947,0.61426,0.377315,109.827796,real,general,'electromagnetics problem'
12127,12127,4399,4521,0.000327,3.969407,21.047737,443.007228,5.979464,real,general,'circuit simulation problem'
4562,4562,322,322,0.00633,28.876589,16.726225,279.766613,19.859552,real,general,'subsequent computational fluid dynamics problem'
3079,3079,3,3,0.005601,17.245534,7.385346,54.543332,262.410554,real,general,'computational fluid dynamics problem'
87,87,1,19,0.030387,2.643678,1.210199,1.464582,0.197995,real,general,'chemical process simulation problem'
17730,17730,457,877,0.000583,10.33982,18.34954,336.7056,16841930.553629,real,general,'economic problem'
18289,18289,641,641,0.000319,5.83974,3.84377,14.774567,3128.288888,real,general,'economic problem'
22695,22695,4,4,0.002359,53.543996,26.569851,705.956985,435984197.260773,real,general,'electromagnetics problem'
25503,25503,1,1,0.001754,44.738933,13.404047,179.668489,126037546.843599,real,symmetric,'structural problem'
62424,62424,1,1,0.000441,27.517894,2.293892,5.261939,9.937113,real,general,'subsequent computational fluid dynamics problem'
43164,43164,1,1,0.00138,59.581318,24.869149,618.474563,79.266373,pattern,symmetric,'structural problem'
12598,12598,7,7,0.001238,15.599301,6.309873,39.814501,24.313722,pattern,symmetric,'structural problem'
39082,39082,1,1,0.000366,14.321734,4.474288,20.019255,1,real,general,'directed weighted graph'
23120,23120,2,2,0.002786,64.411765,48.427534,2345.226005,109.913366,pattern,symmetric,'optimization problem'
2048,2048,1,1,0.002869,5.875,0.34241,0.117245,282.002902,real,general,'computational fluid dynamics problem'
80,80,11,35,0.03625,2.9,1.619501,2.622785,2.356955,pattern,general,'directed graph'
62032,62032,1,1,0.000063,3.918752,0.278015,0.077292,3.991158,pattern,symmetric,'undirected graph'
1268,1268,2,2,0.007952,10.083596,7.173635,51.461041,12470.54857,real,general,'2D/3D problem'
3969,3969,1,1,0.001973,7.830436,14.973573,224.207884,2178.101613,real,symmetric,'optimization problem'
30235,30235,42,42,0.000388,11.745957,73.597849,5416.643371,10723.774176,real,symmetric,'optimization problem'
80800,80800,1,1,0.000083,6.710198,0.475933,0.226513,1,real,symmetric,'structural problem'
1813,1813,6,469,0.003421,6.202427,30.785689,947.75867,1.252272,real,general,'subsequent circuit simulation problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.17989,real,general,'subsequent circuit simulation problem'
1220,1220,34,189,0.003956,4.82623,4.015062,16.120722,16.267429,real,general,'subsequent circuit simulation problem'
1220,1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
5976,5976,95,3,0.006302,37.6583,10.976127,120.475355,42.495049,pattern,symmetric,'structural problem'
15838,15838,3600,3600,0.000257,4.067685,2.728032,7.442157,75005.527265,real,general,'power network problem'
12111,12111,1,1,0.000504,6.107093,3.569599,12.74204,1.5160415902327885E13,real,symmetric,'optimization problem'
16558,16558,1,1,0.000546,9.03841,7.257986,52.678358,18.033471,pattern,symmetric,'optimization problem'
60000,60000,1,1,0.000083,4.999967,0.005773,0.000033,1,real,symmetric,'optimization problem'
5374,5374,126,126,0.007112,38.220878,36.187208,1309.514018,625.982911,real,general,'power network problem'
81920,81920,1,1,0.000049,4,0,0,94735920429.727536,real,symmetric,'computational fluid dynamics problem'
34546,34546,21608,5194,0.000353,12.203381,15.224474,231.784601,5.66292,pattern,general,'directed graph'
11305,11305,1580,2513,0.00035,3.952057,2.937935,8.631459,232266838.229763,real,general,'eigenvalue/model reduction problem'
8034,8034,1,1,0.000366,2.940752,0.236103,0.055745,2.992087,pattern,symmetric,'2D/3D problem'
39,39,1,1,0.086128,3.358974,1.012739,1.025641,4.836363,pattern,symmetric,'power network problem'
3134,3134,3134,3134,0.000319,1,0,0,16540695.4342,real,symmetric,'structural problem'
62,62,1,1,0.056712,3.516129,1.020156,1.040719,5.15908,pattern,symmetric,'structural problem'
72,72,1,1,0.042824,3.083333,0.622354,0.387324,4.492317,pattern,symmetric,'structural problem'
216,216,1,1,0.017404,3.759259,0.469941,0.220844,1,real,general,'directed weighted graph'
511,511,98,135,0.010708,5.471624,3.440058,11.833997,985536.4237,real,general,'computational fluid dynamics problem'
729,729,1,1,0.008688,6.333333,0.720577,0.519231,15600400.339652,real,symmetric,'2D/3D problem'
3600,3600,2,2,0.002052,7.388889,1.128523,1.273564,191095189.284302,real,symmetric,'structural problem'
80,80,21,21,0.049062,3.925,2.091423,4.374051,17385673000.048404,real,general,'computational fluid dynamics problem'
17730,17730,457,877,0.000583,10.33982,18.34954,336.7056,3291.79913,real,general,'economic problem'
18289,18289,641,641,0.000319,5.83974,3.84377,14.774567,1048576,real,general,'economic problem'
8032,8032,1,1,0.00551,44.255478,20.449463,418.18052,808361691570.372992,real,symmetric,'structural problem'
80209,80209,27923,28005,0.000048,3.835031,30.031417,901.885986,5340.897241,real,general,'circuit simulation problem'
4562,4562,322,322,0.006633,30.258658,15.175526,230.296598,22.029245,real,general,'subsequent computational fluid dynamics problem'
3565,3565,1652,1652,0.005318,18.959607,20.326296,413.158301,179.538657,real,general,'computational fluid dynamics problem'
87,87,1,17,0.030651,2.666667,1.245146,1.550388,109.666471,real,general,'chemical process simulation problem'
1700,1700,83,83,0.007443,12.652353,6.681678,44.644815,1.705377,real,general,'electromagnetics problem'
16860,16860,1,1,0.008509,143.464057,61.134991,3737.487112,179.748054,pattern,symmetric,'structural problem'
66,66,1,1,0.103306,6.818182,0.579365,0.335664,7.877074,pattern,symmetric,'structural problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.231559,real,general,'subsequent circuit simulation problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179791,real,general,'subsequent circuit simulation problem'
21982,21982,11091,11091,0.001032,22.689974,50.108535,2510.8653,333875893.168312,real,general,'chemical process simulation problem'
19242,19242,1,1,0.025181,484.535495,379.752473,144211.940557,771.814329,pattern,symmetric,'optimization problem'
3200,3200,1,1,0.001844,5.9,0.308269,0.09503,111.073472,real,general,'computational fluid dynamics problem'
15374,15374,326,326,0.002582,39.696826,36.407153,1325.480772,625.982911,real,general,'power network problem'
27770,27770,20086,4455,0.000457,12.704609,15.967372,254.956963,10.801154,pattern,general,'directed graph'
13275,13275,1903,3265,0.000278,3.694463,2.796481,7.820306,392361010.076035,real,general,'eigenvalue/model reduction problem'
30269,30269,1,1,0.000098,2.968648,0.174271,0.03037,1,pattern,symmetric,'2D/3D problem'
10937,10937,1,1,0.001262,13.804151,2.861508,8.188231,15.055099,pattern,symmetric,'undirected graph'
2548,2548,2,2,0.003955,10.076138,7.158403,51.242728,50197.814963,real,general,'2D/3D problem'
1538,1538,1028,204,0.003396,5.222367,5.966287,35.596585,7.273996,pattern,general,'directed graph'
4119,4119,1,1,0.002104,8.666909,15.066608,227.002671,102224.363901,real,symmetric,'optimization problem'
31793,31793,20,20,0.000382,12.140628,36.927575,1363.645831,365106759.111894,real,symmetric,'optimization problem'
1220,1220,34,189,0.003956,4.82623,4.015062,16.120722,11.590437,real,general,'subsequent circuit simulation problem'
1220,1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
11341,11341,1,49,0.000756,8.570056,24.149997,583.222363,201.37681,real,general,'circuit simulation problem'
16554,16554,555,555,0.000197,3.264468,1.515225,2.295908,254100816242.992096,real,symmetric,'optimization problem'
49,49,1,1,0.069554,3.408163,1.41301,1.996599,5.308565,pattern,symmetric,'power network problem'
3562,3562,3562,3562,0.000281,1,0,0,2030694.254234,real,symmetric,'structural problem'
634,634,1,1,0.017982,11.400631,3.843757,14.77447,14.862184,pattern,symmetric,'structural problem'
758,758,1,1,0.010432,7.907652,1.497482,2.242451,9.719589,pattern,symmetric,'structural problem'
216,216,1,1,0.017404,3.759259,0.469941,0.220844,1.000027,real,general,'directed weighted graph'
416,416,8,8,0.049475,20.581731,6.329739,40.065593,45.408323,real,general,'electromagnetics problem'
1601,1601,1,1,0.012425,19.893192,7.878719,62.07421,2.269365,real,symmetric,'computational fluid dynamics problem'
53,53,1,1,0.051264,2.716981,0.927722,0.860668,160.076035,real,general,'chemical process simulation problem'
23670,23670,597,1157,0.000463,10.969497,20.027907,401.117072,24977441.181974,real,general,'economic problem'
27449,27449,961,961,0.000213,5.855332,3.845856,14.790605,4834.200612,real,general,'economic problem'
1477,1477,21,298,0.008447,12.475965,15.831224,250.62764,1.739786,real,general,'chemical process simulation problem'
588,588,1,1,0.070196,41.27551,10.873547,118.234016,11.317402,real,symmetric,'structural problem'
46835,46835,8,8,0.001062,49.729732,27.6934,766.924391,60685454.1468,real,general,'computational fluid dynamics problem'
4562,4562,322,322,0.00633,28.876589,16.726225,279.766613,24.189529,real,general,'subsequent computational fluid dynamics problem'
300,300,31,31,0.035056,10.516667,7.680257,58.986343,1.595404,real,general,'electromagnetics problem'
2529,2529,1,700,0.014096,35.649664,86.028071,7400.828957,1.311818,real,general,'economic problem'
138,138,4,4,0.036547,5.043478,1.851689,3.428753,10267143.208169,real,symmetric,'structural problem'
22209,22209,1,1,0.006542,145.286641,61.538326,3786.965564,181.348382,pattern,symmetric,'structural problem'
258,258,1,1,0.026952,6.953488,0.302016,0.091213,7.972454,pattern,symmetric,'structural problem'
16830,16830,1,1,0.01012,170.312062,52.858656,2794.037498,200.573836,pattern,symmetric,'computational fluid dynamics problem'
450,450,1,1,0.012741,5.733333,0.481275,0.231626,68.366275,real,general,'computational fluid dynamics problem'
20374,20374,426,426,0.001958,39.891479,36.431594,1327.261035,625.982911,real,general,'power network problem'
15066,15066,2075,3481,0.000274,4.128369,2.993984,8.963939,200014.388426,real,general,'eigenvalue/model reduction problem'
10240,10240,1,1,0.000579,5.933594,1.886072,3.557266,6.449443,pattern,symmetric,'2D/3D problem'
69244,69244,60916,2097,0.000058,3.98797,28.31903,801.967462,69.260198,pattern,general,'directed graph'
5108,5108,2,2,0.00197,10.064996,7.166301,51.355869,200936.382667,real,general,'2D/3D problem'
24842,24842,7,31,0.000257,6.377345,3.589762,12.886388,364645.550619,real,general,'power network problem'
9728,9728,1,1,0.007663,74.541941,32.800867,1075.896873,89.613935,pattern,symmetric,'optimization problem'
30003,30003,2,20003,0.000122,3.666267,57.74369,3334.333755,100.017502,real,symmetric,'materials problem'
101,101,1,2,0.037251,3.762376,5.138382,26.40297,6.78233,pattern,symmetric,'undirected graph'
3797,3797,1,1,0.003443,13.072162,20.027183,401.088047,4221.404288,real,symmetric,'optimization problem'
35910,35910,5,5,0.000295,10.588694,32.071143,1028.558217,241390.090909,real,symmetric,'optimization problem'
50000,50000,6,6,0.00014,6.99936,1.99999,3.99996,953561.067008,real,symmetric,'optimization problem'
21982,21982,1,11091,0.002583,56.783414,145.599627,21199.251346,32313.860004,real,general,'chemical process simulation problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179468,real,general,'subsequent circuit simulation problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.178553,real,general,'subsequent circuit simulation problem'
1220,1220,34,190,0.003953,4.822951,4.016144,16.129415,4.947726,real,general,'subsequent circuit simulation problem'
1220,1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
14822,14822,1,1,0.003258,48.293348,5.116737,26.180995,32.144881,real,symmetric,'computational fluid dynamics problem'
4098,4098,1,1,0.004309,17.656418,19.432052,377.604646,534918084.941646,real,symmetric,'structural problem'
88263,88263,1,3,0.000096,8.4318,2.835231,8.038536,1395.450161,real,symmetric,'2D/3D problem'
118,118,1,1,0.034186,4.033898,1.573999,2.477474,6.105303,pattern,symmetric,'power network problem'
15439,15439,15439,15439,0.000065,1,0,0,1395419353.0674,real,symmetric,'structural problem'
1270,1270,1,1,0.005374,6.825197,0.571998,0.327182,7.975644,pattern,symmetric,'thermal problem'
1030,1030,1,1,0.006464,6.658252,1.129903,1.276681,430234.353351,real,general,'computational fluid dynamics problem'
416,416,14,14,0.01336,5.557692,2.03382,4.136423,3.75171,real,symmetric,'electromagnetics problem'
30237,30237,29228,14796,0.000023,0.681913,1.034346,1.069872,0.058843,real,symmetric,'structural problem'
1348,1348,262,85,0.010708,14.433976,11.497623,132.195341,35.542366,real,general,'computational fluid dynamics problem'
4562,4562,322,322,0.006633,30.258658,15.175526,230.296598,26.340611,real,general,'subsequent computational fluid dynamics problem'
7740,7740,1,1,0.007615,58.939018,26.158426,684.26324,7.249827,real,general,'computational fluid dynamics problem'
