@relation 'matrixdomains-weka.filters.unsupervised.attribute.Remove-Rfirst-3,5,6,13-14,20-22,24-39'

@attribute numberOfRows numeric
@attribute numberOfConnectedComponent numeric
@attribute numberOfBlockFromDmPerm numeric
@attribute normalizedAvgNNZPerRow numeric
@attribute avgNNZPerRow numeric
@attribute stdNNZPerRow numeric
@attribute varNNZPerRow numeric
@attribute isDiagonallyDominant {true,false}
@attribute isBlockDiagonal {true,false}
@attribute isDiagonal {true,false}
@attribute field {real,pattern,integer,complex}
@attribute symmetric {symmetric,general,skew-symmetric,hermitian}
@attribute isUndirectedWeightedRandomGraph {0,1}

@data
111,111,3,0.015664,1.738739,0.941099,0.885667,false,true,true,pattern,general,0
200,1,1,0.028,5.6,0.567105,0.321608,false,false,false,real,general,0
2053,1,1,0.004377,8.985387,90.311437,8156.155732,false,false,false,real,general,0
13681,1,1,0.003614,49.449236,7.834504,61.379459,false,false,false,real,symmetric,0
60098,3011,3011,0.000299,17.970415,13.997709,195.93586,false,true,false,real,general,0
8297,6998,91,0.001506,12.497168,39.484232,1559.004603,false,true,false,pattern,general,0
7980,4,4,0.006767,53.998622,11.189752,125.210551,false,true,false,real,general,0
956,1,1,0.003983,3.807531,0.404925,0.163964,false,false,false,pattern,symmetric,0
11143,1,1,0.000529,5.890335,0.890323,0.792675,false,false,false,pattern,symmetric,0
269118,1,41219,0.000018,4.734533,2.877899,8.282303,false,false,false,integer,symmetric,0
1473,9,9,0.015781,23.245757,6.738367,45.405595,false,true,false,real,symmetric,0
2132,12,12,0.003272,6.97561,0.953329,0.908837,false,true,false,pattern,symmetric,0
59,1,1,0.076702,4.525424,0.97124,0.943308,false,false,false,pattern,symmetric,0
1009,1,1,0.006743,6.803766,0.603516,0.364232,false,false,false,pattern,symmetric,0
1030,1,1,0.006464,6.658252,1.129903,1.276681,true,false,false,real,general,0
199,1,10,0.017702,3.522613,0.875157,0.7659,false,false,false,pattern,general,0
500,1,1,0.007984,3.992,1.997979,3.99192,false,false,false,real,general,0
23052,1,1,0.00215,49.569929,12.225259,149.456955,false,false,false,real,symmetric,0
3268,1,3037,0.001939,6.337821,9.59353,92.035827,false,false,false,real,general,0
16614,1,1,0.003974,66.025521,16.23236,263.489507,false,false,false,real,general,0
11790,317,597,0.000773,9.107973,14.493869,210.072233,false,true,false,real,general,0
7337,31,676,0.002873,21.07946,25.83071,667.225555,false,true,false,real,general,0
85567,1,1,0.000057,4.899097,0.304866,0.092943,false,false,false,pattern,symmetric,0
367,1,1,0.017945,6.585831,1.170034,1.368979,false,false,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
60000,1,1,0.000083,4.999967,0.005773,0.000033,false,false,false,real,symmetric,0
17222,1,1,0.000712,12.255487,5.749821,33.060441,false,false,false,pattern,symmetric,0
65,1,3,0.059172,3.846154,0.852034,0.725962,false,false,false,pattern,symmetric,0
2169,1,1,0.003219,6.98248,8.549922,73.101169,false,false,false,real,symmetric,0
200,1,1,0.028,5.6,0.567105,0.321608,false,false,false,real,general,0
4101,1,1,0.002193,8.992685,127.859603,16348.077995,false,false,false,real,general,0
13681,1,1,0.003816,52.206783,7.846555,61.568422,false,false,false,integer,symmetric,0
14098,711,711,0.00127,17.906512,13.988886,195.688925,false,true,false,real,general,0
265214,231000,14079,0.000006,1.583796,9.984003,99.680307,false,true,false,pattern,general,0
161070,457,457,0.000315,50.81726,19.698346,388.024829,false,true,false,real,general,0
17983,1,1,0.00022,3.95885,0.200037,0.040015,false,false,false,pattern,symmetric,0
45087,351,58,0.000161,7.263025,2.385858,5.692317,false,true,false,pattern,symmetric,0
196621,1,31743,0.000025,4.981726,3.40213,11.574486,false,false,false,integer,symmetric,0
592,1,1,0.014564,8.621622,1.607535,2.584168,false,false,false,pattern,symmetric,0
1089,1,1,0.006207,6.759412,0.66626,0.443903,false,false,false,pattern,symmetric,0
886,1,1,0.007605,6.738149,1.392981,1.940396,true,false,false,real,general,0
5000,1,1,0.0008,3.9992,1.9998,3.999199,false,false,false,real,general,0
14760,387,737,0.000666,9.834485,16.866544,284.480293,false,true,false,real,general,0
3973,1,1,0.00501,19.903599,7.946068,63.14,false,false,false,real,symmetric,0
3008,1,1273,0.002289,6.886636,10.155858,103.141451,false,false,false,real,general,0
7337,31,672,0.002907,21.331334,26.202418,686.566729,false,true,false,real,general,0
36519,57,57,0.000245,8.92979,0.791681,0.626759,false,true,false,pattern,symmetric,0
13514,1,1,0.001932,26.103448,13.764986,189.47483,false,false,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
180,168,45,0.007068,1.272222,3.364007,11.316543,false,true,false,pattern,general,0
2327,1,1,0.004029,9.375591,11.993365,143.840814,false,false,false,real,symmetric,0
2048,1,1,0.002869,5.875,0.34241,0.117245,false,false,false,real,general,0
68121,1,1,0.001159,78.944246,1061.447761,1126671.34927,false,false,false,real,general,0
21498,1,1,0.001941,41.727417,5.243934,27.498845,false,false,false,pattern,symmetric,0
18696,221,221,0.012577,235.145967,252.77243,63893.901506,false,true,false,real,general,0
36692,1065,8719,0.000273,10.020222,36.100496,1303.245837,false,true,false,pattern,symmetric,0
381689,109055,109055,0.000257,98.155729,68.685063,4717.637881,false,true,false,real,general,0
143437,1,87,0.00004,5.711121,0.668331,0.446666,false,false,false,pattern,symmetric,0
1036,1,142,0.003481,3.606178,0.496675,0.246686,false,false,false,pattern,symmetric,0
2003,1,1,0.020908,41.878682,22.809986,520.295464,false,false,false,real,symmetric,0
607,4,4,0.013926,8.453048,2.372286,5.627742,false,true,false,pattern,symmetric,0
1440,1,1,0.004583,6.6,0.808915,0.654343,false,false,false,pattern,symmetric,0
2205,1,1,0.002907,6.409524,0.642279,0.412523,true,false,false,real,general,0
225,1,1,0.021037,4.733333,0.481812,0.232143,false,false,false,real,general,0
2568,1,1,0.011468,29.450156,11.372943,129.343833,false,false,false,real,symmetric,0
3268,1,3037,0.001963,6.414627,9.87363,97.488577,false,false,false,real,general,0
17730,457,877,0.000583,10.33982,18.34954,336.7056,false,true,false,real,general,0
10672,31,912,0.002005,21.401331,25.777033,664.455449,false,true,false,real,general,0
33861,1,1,0.000145,4.915773,0.437323,0.191252,false,false,false,real,general,0
10429,1,1,0.000953,9.933742,2.276176,5.180976,false,false,false,pattern,symmetric,0
85623,1,1,0.000324,27.737279,14.712139,216.447047,false,false,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
52804,1,1,0.003807,201.011476,88.665018,7861.48539,false,false,false,real,symmetric,0
50000,6,6,0.00014,6.99936,1.99999,3.99996,false,true,false,real,symmetric,0
84,1,1,0.047052,3.952381,0.214238,0.045898,false,false,false,pattern,symmetric,0
2921,1,1,0.002396,6.999315,10.214682,104.339726,false,false,false,real,symmetric,0
3200,1,1,0.001844,5.9,0.308269,0.09503,false,false,false,real,general,0
21498,1,1,0.001941,41.727417,5.243934,27.498845,false,false,false,integer,symmetric,0
35696,271,271,0.006892,246.020535,253.614367,64320.247372,false,true,false,real,general,0
24010,1,282,0.000161,3.866222,0.341154,0.116386,false,false,false,pattern,symmetric,0
1806,41,41,0.019455,35.135105,9.552509,91.250435,false,true,false,real,symmetric,0
66,1,1,0.073462,4.848485,0.638325,0.407459,false,false,false,pattern,symmetric,0
1180,1,1,0.005566,6.567797,0.84487,0.713805,false,false,false,pattern,symmetric,0
1919,1,1,0.008798,16.883273,2.874853,8.264783,false,false,false,real,symmetric,0
2961,1,1,0.001664,4.925701,0.267404,0.071505,false,false,false,real,general,0
3251,1,1,0.006233,20.262996,7.893018,62.299735,false,false,false,real,symmetric,0
3008,1,1273,0.002288,6.880984,10.157381,103.172395,false,false,false,real,general,0
17730,457,877,0.000583,10.33982,18.34954,336.7056,false,true,false,real,general,0
10672,31,908,0.002043,21.798445,26.359988,694.848979,false,true,false,real,general,0
33861,1,1,0.000145,4.915773,0.437323,0.191252,false,false,false,real,general,0
12598,7,7,0.001238,15.599301,6.309873,39.814501,false,true,false,pattern,symmetric,0
415,1,1,0.016136,6.696386,1.021206,1.042861,false,false,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
63838,1,1,0.003472,221.636925,95.876453,9192.294165,false,false,false,real,symmetric,0
75000,1,1,0.000089,6.666187,3.485878,12.151344,false,false,false,real,symmetric,0
67173,13025,13025,0.00084,56.404463,37.35993,1395.764398,false,true,false,real,general,0
47,2,24,0.119511,5.617021,4.469963,19.980574,false,true,false,real,symmetric,0
3509,7,7,0.002611,9.16073,13.475106,181.578492,false,true,false,real,symmetric,0
450,1,1,0.012741,5.733333,0.481275,0.231626,false,false,false,real,general,0
7224,1204,1204,0.001036,7.486434,3.499583,12.247082,false,true,false,real,general,0
34546,21608,5194,0.000353,12.203381,15.224474,231.784601,false,true,false,pattern,general,0
21701,1,277,0.000179,3.874292,0.346215,0.119865,false,false,false,pattern,symmetric,0
16386,1,1,0.000366,5.999268,0.038265,0.001464,false,false,false,pattern,symmetric,0
181908,1,25252,0.000027,4.909954,3.036185,9.21842,false,false,false,integer,symmetric,0
3948,7,7,0.007559,29.841945,7.646009,58.461458,false,true,false,real,symmetric,0
72,1,1,0.042824,3.083333,0.622354,0.387324,false,false,false,pattern,symmetric,0
1377,1,1,0.004743,6.530864,0.86558,0.749228,false,false,false,pattern,symmetric,0
362,1,1,0.044153,15.983425,3.340302,11.157619,false,false,false,real,symmetric,0
900,1,1,0.005407,4.866667,0.352963,0.124583,false,false,false,real,general,0
6867,2,2,0.002092,14.368866,4.373587,19.128264,false,true,false,real,symmetric,0
3083,2,1872,0.001238,3.816737,3.488902,12.172439,false,true,false,real,general,0
23670,597,1157,0.000463,10.969497,20.027907,401.117072,false,true,false,real,general,0
10964,31,1200,0.001928,21.142466,25.923845,672.045742,false,true,false,real,general,0
2837,1,880,0.001363,3.865703,2.01981,4.079631,false,false,false,real,general,0
66,1,1,0.103306,6.818182,0.579365,0.335664,false,false,false,pattern,symmetric,0
12504,1,1,0.005596,69.96857,34.930413,1220.13378,false,false,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
15838,3600,3600,0.000257,4.067685,2.728032,7.442157,false,true,false,real,general,0
18010,1,1,0.002963,53.356247,7.5176,56.514316,false,false,false,pattern,symmetric,0
62500,1,1,0.000109,6.799456,2.863136,8.197545,false,false,false,real,symmetric,0
3792,2,2,0.002008,7.613397,12.606636,158.927259,false,true,false,real,symmetric,0
450,1,1,0.012741,5.733333,0.481275,0.231626,false,false,false,real,general,0
27770,20086,4455,0.000457,12.704609,15.967372,254.956963,false,true,false,pattern,general,0
36476,1,295,0.000107,3.908872,0.309639,0.095876,false,false,false,pattern,symmetric,0
78136,1,1,0.000148,11.584698,4.986685,24.867031,false,false,false,pattern,symmetric,0
88360,1,8940,0.000053,4.64828,2.422219,5.867147,false,false,false,integer,symmetric,0
4884,75,75,0.012173,59.454955,17.31634,299.85564,false,true,false,real,symmetric,0
758,1,1,0.010432,7.907652,1.497482,2.242451,false,false,false,pattern,symmetric,0
1138,1,1,0.005753,6.546573,0.844055,0.712429,false,false,false,pattern,symmetric,0
1919,1919,2,0.001312,2.517457,2.417261,5.843152,false,true,true,real,skew-symmetric,0
2534,1,1,0.072161,182.857143,0.349996,0.122497,false,false,false,complex,symmetric,0
13436,1,2545,0.000397,5.32852,4.623832,21.379822,false,false,false,real,general,0
23670,597,1157,0.000463,10.969497,20.027907,401.117072,false,true,false,real,general,0
5773,212,212,0.002151,12.420059,4.833477,23.362501,false,true,false,real,general,0
10964,31,1192,0.001944,21.318953,26.184819,685.644771,false,true,false,real,general,0
5308,1,1076,0.000805,4.272796,2.853003,8.139625,false,false,false,real,general,0
258,1,1,0.026952,6.953488,0.302016,0.091213,false,false,false,pattern,symmetric,0
29067,1,1,0.002463,71.595383,37.067046,1373.965881,false,false,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
256000,1,1,0.000027,6.9,0.310242,0.09625,true,false,false,real,symmetric,0
201822,1,1,0.000277,55.961768,9.517413,90.581144,false,false,false,pattern,symmetric,0
87500,1,1,0.000075,6.570994,3.997785,15.982285,false,false,false,real,symmetric,0
38,35,9,0.034626,1.315789,2.505187,6.27596,false,true,false,pattern,general,0
3969,1,1,0.001973,7.830436,14.973573,224.207884,false,false,false,real,symmetric,0
800,1,1,0.00725,5.8,0.424529,0.180225,false,false,false,real,general,0
214765,1,1,0.000073,15.635862,3.13119,9.804348,false,false,false,pattern,symmetric,0
240116,1,30440,0.000021,4.972455,2.996118,8.976723,false,false,false,integer,symmetric,0
494,1,1,0.006827,3.37247,1.419557,2.015143,true,false,false,real,symmetric,0
256,1,1,0.044495,11.390625,7.24716,52.521324,false,false,false,pattern,symmetric,0
4410,1,1,0.011262,49.665306,9.682859,93.757766,false,false,false,real,symmetric,0
1000,318,318,0.00375,3.75,2.016821,4.067568,true,true,false,real,symmetric,0
1000,1,1,0.003996,3.996,0.063151,0.003988,false,false,false,real,general,0
10800,1,1,0.006944,75,30.547772,933.166404,false,false,false,pattern,symmetric,0
213360,1,1,0.000066,14.162205,5.886378,34.649443,false,false,false,real,general,0
1813,6,470,0.003415,6.190844,30.785754,947.762676,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
25,1,1,0.2704,6.76,1.854724,3.44,false,false,false,pattern,symmetric,0
44234,1,1,0.000222,9.827373,21.343438,455.542329,false,false,false,real,symmetric,0
15449,1,1,0.008089,124.969577,42.49616,1805.923595,false,false,false,pattern,symmetric,0
150102,1,1,0.000032,4.841201,0.639643,0.409144,true,false,false,real,symmetric,0
52652,17903,15276,0.000064,3.382132,4.474653,20.022516,false,true,false,pattern,symmetric,0
124,1,1,0.78486,97.322581,22.826154,521.033307,false,false,false,integer,symmetric,0
6611,1,1,0.001472,9.731206,17.042145,290.434698,false,false,false,real,symmetric,0
2603,1,1,0.011369,29.593162,15.066521,227.000061,false,false,false,real,general,0
59310,1437,2837,0.000204,12.099477,22.686089,514.658637,false,true,false,real,general,0
34,1,11,0.134948,4.588235,3.877813,15.037433,false,false,false,pattern,symmetric,0
9774,2,2,0.008592,83.976161,192.99668,37247.718556,false,true,false,real,symmetric,0
201062,1,29648,0.000024,4.847132,3.320047,11.022712,false,false,false,integer,symmetric,0
10974,519,519,0.003559,39.060507,15.414264,237.599546,false,true,false,real,symmetric,0
869,1,1,0.009647,8.383199,1.662612,2.76428,false,false,false,pattern,symmetric,0
1141,1,1,0.005734,6.542507,0.845623,0.715078,false,false,false,pattern,symmetric,0
362,362,15,0.006715,2.430939,2.362433,5.58109,false,true,true,real,skew-symmetric,0
324,1,1,0.25463,82.5,0.500773,0.250774,false,false,false,complex,symmetric,0
52329,1,1,0.000985,51.567257,16.978745,288.277777,false,false,false,pattern,symmetric,0
29610,737,1437,0.000383,11.346572,20.959613,439.305396,false,true,false,real,general,0
12005,607,607,0.001801,21.622407,12.304802,151.408145,false,true,false,real,general,0
87,1,19,0.030387,2.643678,1.210199,1.464582,false,false,false,real,general,0
14270,31,1564,0.001501,21.426069,26.053057,678.761756,false,true,false,real,general,0
1048,2,98,0.012109,12.689885,9.298726,86.466297,false,true,false,real,general,0
94069,1,1,0.000052,4.895268,0.317191,0.10061,false,false,false,pattern,symmetric,0
42930,1,1,0.001708,73.343955,36.984135,1367.826205,false,false,false,real,general,0
281903,29914,34486,0.000029,8.203166,166.331938,27666.313631,false,true,false,pattern,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
4098,1,1,0.004309,17.656418,19.432052,377.604646,false,false,false,real,symmetric,0
37376,1,1,0.000214,7.986301,6.277884,39.411826,false,false,false,pattern,symmetric,0
50000,1,1,0.00062,30.97976,11.154638,124.425959,false,false,false,real,symmetric,0
121,12,23,0.014138,1.710744,1.220915,1.490634,false,true,false,pattern,general,0
4119,1,1,0.002104,8.666909,15.066608,227.002671,false,false,false,real,symmetric,0
1090,801,1073,0.002985,3.253211,11.25292,126.628204,false,true,false,real,general,0
101492,1,1,0.00016,16.230481,2.653712,7.042187,false,false,false,real,symmetric,0
18772,290,2881,0.001124,21.103772,30.568828,934.453245,false,true,false,pattern,symmetric,0
112,1,33,0.067761,7.589286,6.881957,47.361326,false,false,false,pattern,symmetric,0
60005,1,1,0.00005,2.981085,0.136226,0.018558,false,false,false,pattern,symmetric,0
11948,792,792,0.001044,12.478239,7.62482,58.137888,false,true,false,real,symmetric,0
1349,1,1,0.005001,6.746479,0.671205,0.450516,false,false,false,pattern,symmetric,0
30,1,1,0.2,6,1.17444,1.37931,false,false,false,real,general,0
87,1,1,0.071476,6.218391,2.329913,5.428495,false,false,false,pattern,symmetric,0
817,1,1,0.010267,8.388005,2.307809,5.325983,false,false,false,real,symmetric,0
878,1,1,0.009662,8.482916,1.181984,1.397085,false,false,false,pattern,symmetric,0
1224,1,1,0.006416,7.853758,1.56328,2.443845,false,false,false,real,general,0
217918,1,1,0.000243,52.884259,5.445559,29.65411,false,false,false,real,symmetric,0
14270,31,1556,0.001512,21.573791,26.26978,690.101324,false,true,false,real,general,0
4134,2,199,0.005524,22.836962,18.8025,353.534022,false,true,false,real,general,0
441,1,1,0.138003,60.85941,25.620716,656.421099,false,false,false,real,symmetric,0
18454,1,1,0.000744,13.728731,3.329044,11.082535,false,false,false,pattern,symmetric,0
87,1,17,0.030651,2.666667,1.245146,1.550388,false,false,false,real,general,0
29610,737,1437,0.000383,11.346572,20.959613,439.305396,false,true,false,real,general,0
21036,1,1,0.000686,14.426127,3.487041,12.159458,false,false,false,complex,general,0
1813,6,469,0.003421,6.202427,30.785671,947.757566,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
29008,1,2,0.000091,2.648649,0.957666,0.917124,false,false,false,integer,symmetric,0
18728,1,1,0.00029,5.423751,1.649237,2.719983,false,false,false,pattern,symmetric,0
112,1,1,0.026786,3,0,0,false,false,false,pattern,symmetric,0
3797,1,1,0.003443,13.072162,20.027183,401.088047,false,false,false,real,symmetric,0
2000,1529,1983,0.001296,2.592,8.341482,69.580326,false,true,false,real,general,0
29282,1,1,0.000474,13.868042,2.732987,7.469216,false,false,false,complex,general,0
23133,567,6174,0.000349,8.080923,10.636229,113.129367,false,true,false,pattern,symmetric,0
22963,1,2545,0.000184,4.218613,32.943145,1085.250787,false,false,false,pattern,symmetric,0
4824,1,286,0.000588,2.834577,0.406252,0.165041,false,false,false,pattern,symmetric,0
115406,1,19088,0.000043,4.956987,3.821794,14.606113,false,false,false,integer,symmetric,0
485,4,4,0.013328,6.463918,2.362158,5.57979,false,true,false,real,symmetric,0
918,1,1,0.008762,8.043573,1.828604,3.343792,false,false,false,pattern,symmetric,0
532,2,2,0.012275,6.530075,2.018987,4.076307,false,true,false,real,general,0
2873,2650,84,0.000159,0.457362,1.790472,3.205789,false,true,false,real,symmetric,0
2624,6,60,0.005203,13.652058,72.880051,5311.501841,false,true,false,real,general,0
2203,1,1,0.013976,30.789832,15.747204,247.974429,false,false,false,real,general,0
53,1,1,0.051264,2.716981,0.927722,0.860668,false,false,false,real,general,0
35550,877,1717,0.000326,11.597918,21.554016,464.575618,false,true,false,real,general,0
17576,31,1807,0.001229,21.606793,26.138362,683.213971,false,true,false,real,general,0
3198,2,199,0.005557,17.771732,13.765785,189.49683,false,true,false,real,general,0
9604,1,1,0.000924,8.877968,0.596161,0.355407,true,false,false,real,symmetric,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
430,9,19,0.008729,3.753488,1.417399,2.00902,false,true,false,real,general,0
30200,1,2,0.000088,2.649007,0.957376,0.916569,false,false,false,integer,symmetric,0
100196,1,1,0.000054,5.436225,1.558236,2.4281,false,false,false,pattern,symmetric,0
50000,6,6,0.00014,6.99936,1.99999,3.99996,true,true,false,real,symmetric,0
4307,1,1,0.001862,8.018807,12.5302,157.005917,false,false,false,real,symmetric,0
340,201,323,0.018997,6.458824,19.785011,391.446677,false,true,false,real,general,0
24842,7,31,0.000257,6.377345,3.589762,12.886388,false,true,false,real,general,0
5242,355,2043,0.001055,5.528424,7.918665,62.705259,false,true,false,pattern,symmetric,0
16706,1029,3049,0.000869,14.515863,21.009099,441.382239,false,true,false,real,symmetric,0
62032,1,1,0.000063,3.918752,0.278015,0.077292,false,false,false,pattern,symmetric,0
285762,1,52235,0.000017,4.906629,3.360561,11.29337,false,false,false,integer,symmetric,0
3600,2,2,0.002052,7.388889,1.128523,1.273564,false,true,false,real,symmetric,0
1054,1,1,0.010978,11.571157,5.589823,31.246119,false,false,false,pattern,symmetric,0
992,1,1,0.017015,16.879032,2.407834,5.797663,false,false,false,pattern,symmetric,0
3140,1,1,0.055089,172.980892,191.672268,36738.258316,false,false,false,integer,general,0
2398,2,99,0.010764,25.81151,21.548567,464.34076,false,true,false,real,general,0
9801,1,1,0.000906,8.879196,0.593242,0.351936,true,false,false,real,symmetric,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
24300,1,2,0.000119,2.88,1.77362,3.145729,false,false,false,integer,symmetric,0
199187,1,1,0.000295,58.779323,12.663323,160.359754,false,false,false,pattern,symmetric,0
48962,1,1,0.000214,10.458805,2.328847,5.423529,false,false,false,real,symmetric,0
4510,3231,3249,0.001042,4.700443,22.509131,506.660967,false,true,false,real,general,0
656,1,1,0.044068,28.908537,14.647331,214.544293,false,false,false,real,general,0
2904,1,929,0.006894,20.02135,25.724304,661.739813,false,false,false,real,general,0
35550,877,1717,0.000326,11.597918,21.554016,464.575618,false,true,false,real,general,0
17576,31,1798,0.001237,21.732761,26.321388,692.815464,false,true,false,real,general,0
2048,1,1,0.002869,5.875,0.34241,0.117245,false,false,false,real,general,0
105,66,16,0.013515,1.419048,1.342937,1.80348,false,true,false,pattern,general,0
4563,1,1,0.001485,6.777778,10.423419,108.647669,false,false,false,real,symmetric,0
4000,3129,3983,0.000549,2.196,5.917629,35.018339,false,true,false,real,general,0
189860,67,69,0.000037,7.055925,3.86367,14.927942,false,true,false,real,general,0
12008,278,3679,0.001644,19.737675,46.638841,2175.18145,false,true,false,pattern,symmetric,0
10937,1,1,0.001262,13.804151,2.861508,8.188231,false,false,false,pattern,symmetric,0
32580,1,6585,0.000147,4.775875,3.139724,9.857867,false,false,false,integer,symmetric,0
138,4,4,0.036547,5.043478,1.851689,3.428753,false,true,false,real,symmetric,0
1072,1,1,0.010829,11.608209,5.650037,31.92292,false,false,false,pattern,symmetric,0
1176,2,2,0.013415,15.77551,23.680259,560.754668,false,true,false,pattern,symmetric,0
131,48,65,0.031234,4.091603,3.476184,12.083852,false,true,false,real,general,0
3140,1,1,0.054771,171.981529,191.671726,36738.05063,false,false,false,real,general,0
5000,1,1,0.001184,5.92,0.277156,0.076815,false,false,false,real,general,0
12127,4399,4521,0.000327,3.969407,21.047737,443.007228,false,true,false,real,general,0
839,1,1,0.031907,26.769964,13.811491,190.757283,false,false,false,real,general,0
9801,1,1,0.000906,8.879196,0.593242,0.351936,true,false,false,real,symmetric,0
9000,1,1,0.04049,364.41,94.76794,8980.962451,false,false,false,real,symmetric,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,false,true,false,real,general,0
35543,2,2,0.000101,3.604507,1.501856,2.255573,false,true,false,real,symmetric,0
224617,1,1,0.000246,55.150861,11.99201,143.808312,false,false,false,pattern,symmetric,0
40000,1,1,0.000125,4.98,0.140714,0.0198,true,false,false,real,symmetric,0
41490,1017,1997,0.000284,11.777127,21.966606,482.531758,false,true,false,real,general,0
35152,61,7985,0.000605,21.249772,26.381475,695.98222,false,true,false,real,general,0
5860,1318,1412,0.000736,4.310239,17.169745,294.800134,false,true,false,real,symmetric,0
7343,2060,2845,0.000441,3.240637,6.239126,38.926695,false,true,false,integer,symmetric,0
4598,1,1,0.001447,6.652893,9.008927,81.160761,false,false,false,real,symmetric,0
90,1,73,0.215556,19.4,35.499897,1260.242697,false,false,false,real,general,0
9877,429,3944,0.000533,5.26182,6.186704,38.275307,false,true,false,pattern,symmetric,0
16726,1188,4891,0.00034,5.69102,6.417303,41.181775,false,true,false,real,symmetric,0
226340,14796,29588,0.000015,3.461589,34.332411,1178.714411,false,true,false,real,symmetric,0
195574,1,24836,0.000025,4.844366,2.929262,8.580575,false,false,false,integer,symmetric,0
3134,1,1,0.0046,14.415444,4.867445,23.692018,false,false,false,real,symmetric,0
144,1,1,0.0625,9,3.010471,9.062937,false,false,false,pattern,symmetric,0
3937,290,351,0.001639,6.453391,3.055953,9.338846,false,true,false,real,general,0
3140,1,1,0.055089,172.980892,191.672268,36738.258316,false,false,false,real,general,0
968,1,1,0.006011,5.818182,0.406768,0.16546,false,false,false,real,general,0
80209,27923,28005,0.000048,3.835031,30.031417,901.885986,false,true,false,real,general,0
1409,1,1,0.021539,30.347764,15.269213,233.14886,false,false,false,real,general,0
4008,3943,3943,0.00051,2.042914,3.570902,12.75134,false,true,false,real,general,0
41490,1017,1997,0.000284,11.777127,21.966606,482.531758,false,true,false,real,general,0
35152,61,3533,0.000618,21.734581,26.319752,692.729357,false,true,false,real,general,0
3557,1,1,0.109492,389.462187,123.755613,15315.451677,false,false,false,real,general,0
18000,1,1,0.021288,383.184222,89.175335,7952.240298,false,false,false,real,symmetric,0
