@relation 'matrixdomains-weka.filters.unsupervised.attribute.Remove-Rfirst-3,5,6,20-25,27-39'

@attribute numberOfRows numeric
@attribute numberOfConnectedComponent numeric
@attribute numberOfBlockFromDmPerm numeric
@attribute normalizedAvgNNZPerRow numeric
@attribute avgNNZPerRow numeric
@attribute stdNNZPerRow numeric
@attribute varNNZPerRow numeric
@attribute maxEig numeric
@attribute isMaxEigNegative {true,false}
@attribute isDiagonallyDominant {true,false}
@attribute isBlockDiagonal {true,false}
@attribute isDiagonal {true,false}
@attribute field {real,pattern,integer,complex}
@attribute symmetric {symmetric,general,skew-symmetric,hermitian}
@attribute isElectromagneticsProblem {0,1}

@data
468,1,1,0.023614,11.051282,2.461163,6.057322,906946.633008,false,true,false,false,real,symmetric,0
655,2,198,0.006545,4.287023,2.993377,8.960305,74.654096,true,false,true,false,real,general,0
400,400,401,0.002494,0.9975,0.05,0.0025,0,false,false,true,true,real,symmetric,0
57735,1,9133,0.000083,4.76477,3.937359,15.502795,?,false,false,false,false,real,general,0
2880,107,177,0.002198,6.329514,6.405546,41.031015,1429.768554,false,false,true,false,real,general,0
64089,2241,2241,0.000092,5.873005,3.84804,14.807411,1048576,false,false,true,false,real,general,0
1477,21,298,0.008447,12.475965,15.831224,250.62764,1.739786,false,false,true,false,real,general,0
306,1,1,0.021552,6.594771,1.189781,1.415579,358.199173,false,true,false,false,real,symmetric,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.180059,false,false,true,false,real,general,0
1220,34,189,0.003956,4.82623,4.015062,16.120722,11.590437,false,false,true,false,real,general,0
25187,107,7417,0.000305,7.673641,143.816715,20683.247651,1256.137711,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
189924,1,5,0.000047,8.902909,2.761951,7.628374,51.99638,false,false,false,false,real,symmetric,0
27607,2,2,0.000235,6.498171,131.25744,17228.5156,8230.770311,false,false,true,false,real,symmetric,0
94294,5232,8549,0.000054,5.081458,96.663548,9343.841572,5800,false,false,true,false,real,general,0
23120,2,2,0.002786,64.411765,48.427534,2345.226005,68.534883,false,false,true,false,pattern,symmetric,0
73,71,27,0.018015,1.315068,3.316108,10.996575,1,false,false,true,false,pattern,general,0
2361,101,579,0.002481,5.85684,7.955374,63.287971,12.943989,false,false,true,false,pattern,symmetric,0
768,1,43,0.004974,3.820313,1.595791,2.546549,8860882.80243,true,false,false,false,real,general,0
20896,1,1,0.000438,9.158116,1.644435,2.704168,5.442261,false,false,false,false,real,general,0
25710,1,1,0.005673,145.841385,47.444881,2251.016732,4272565.689978,false,false,false,false,real,symmetric,0
28338,270,271,0.003666,103.884784,102.40641,10487.072902,854.886506,true,false,true,false,real,general,0
62631,1,1,0.000187,11.705354,4.873486,23.750864,14.380455,false,false,false,false,pattern,symmetric,0
126146,1,43495,0.00002,2.56766,0.781718,0.611083,3.742389,false,false,false,false,pattern,symmetric,0
262144,1,1,0.000023,5.999725,1.341118,1.798598,6.908919,false,false,false,false,pattern,symmetric,0
22499,1,1,0.000173,3.898662,0.30193,0.091161,3.948703,false,false,false,false,pattern,symmetric,0
40948,2,2,0.000246,10.065156,7.176445,51.501359,12904336.254434,true,false,true,false,real,general,0
84538,1,13413,0.000058,4.932669,3.624317,13.135677,8796678.492131,true,false,false,false,integer,symmetric,0
1074,4,4,0.011236,12.067039,21.084598,444.560273,25162934990.60774,false,false,true,false,real,symmetric,0
492,2,2,0.013038,6.414634,1.948112,3.795142,8.206427,false,false,true,false,pattern,symmetric,0
425,3,321,0.006948,2.952941,1.834586,3.365705,5.284716,false,false,true,false,real,general,0
675,1,1,0.007144,4.822222,0.40153,0.161227,10899791.508222,false,true,false,false,real,symmetric,0
989,2,270,0.003597,3.557128,2.377361,5.651844,22893.97,true,false,true,false,real,general,0
100,1,1,0.0396,3.96,1.989467,3.95798,95.632978,true,false,false,false,real,general,0
216,1,1,0.092528,19.986111,8.76859,76.888178,0.130188,false,false,false,false,real,general,0
13935,1,2226,0.000326,4.543021,3.779766,14.286634,0.023501,false,false,false,false,real,general,0
5850,177,317,0.001244,7.276581,8.576394,73.554538,7657371.663651,true,false,true,false,real,general,0
2954,42,596,0.004226,12.483074,15.824508,250.415054,?,false,false,true,false,real,general,0
306,1,1,0.021552,6.594771,1.189781,1.415579,139.842884,false,true,false,false,real,symmetric,0
6245,6,6,0.001092,6.818415,2.361136,5.574965,69.641927,false,false,true,false,integer,symmetric,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179913,false,false,true,false,real,general,0
1220,34,190,0.003953,4.822951,4.016144,16.129415,4.947726,false,false,true,false,real,general,0
25187,107,7447,0.000305,7.671259,143.816763,20683.261178,17.176053,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
27792,285,3460,0.000225,6.253454,1.673276,2.799851,11.886523,true,false,true,false,real,symmetric,0
1157,166,734,0.002763,3.197061,9.950182,99.006116,10.799991,false,false,true,false,real,general,0
19242,1,1,0.025181,484.535495,379.752473,144211.940557,755.99543,false,false,false,false,pattern,symmetric,0
62,1,1,0.074662,4.629032,2.536513,6.433897,6.480481,false,false,false,false,pattern,general,0
1250,1,1,0.004672,5.84,0.38382,0.147318,176.194259,true,false,false,false,real,general,0
263743,3,169,0.000019,4.93003,88.291734,7795.430371,90000.000022,true,false,true,false,real,general,0
143571,1,1,0.000228,32.778716,16.879216,284.907946,389.796383,false,false,false,false,integer,symmetric,0
42138,370,371,0.002486,104.73798,102.444383,10494.851557,854.886506,true,false,true,false,real,general,0
77360,6724,6670,0.000151,11.704602,36.844128,1357.489802,124.386184,false,false,true,false,pattern,general,0
129164,56,45244,0.00002,2.561627,0.784018,0.614684,3.742389,false,false,true,false,pattern,symmetric,0
156317,1,1,0.000087,13.553625,3.320104,11.023093,15.044674,false,false,false,false,pattern,symmetric,0
16840,1,1,0.00034,5.728266,0.50147,0.251472,5.892374,false,false,false,false,pattern,symmetric,0
350169,3,29313,0.000014,4.882054,2.548297,6.493819,5183161.321828,true,false,true,false,integer,symmetric,0
1083,1,1,0.015719,17.024007,4.090178,16.729553,105931468.419227,false,false,false,false,real,symmetric,0
729,1,1,0.008688,6.333333,0.720577,0.519231,11946342.020279,false,true,false,false,real,symmetric,0
503,1,1,0.023821,11.982107,4.991395,24.914022,14.731607,false,false,false,false,pattern,symmetric,0
225,17,151,0.025738,5.791111,4.493637,20.192778,75.827438,false,false,true,false,real,general,0
1505,1,405,0.00239,3.597342,2.383731,5.682174,22893.97,true,false,false,false,real,general,0
1000,1,1,0.003996,3.996,1.998995,3.99598,10163.383063,true,false,false,false,real,general,0
4515,2,2,0.004793,21.640532,4.9683,24.684001,39349927205.95388,false,false,true,false,real,symmetric,0
2410,2,2,0.009442,22.755187,11.48601,131.928418,54303259.91375,false,false,true,false,real,symmetric,0
6747,1,2419,0.000641,4.327108,3.682779,13.562863,1130.650251,true,false,false,false,real,general,0
5850,177,317,0.001244,7.276581,8.576394,73.554538,1011.000197,false,false,true,false,real,general,0
4101,31,443,0.00482,19.765179,25.15201,632.623626,3.223246,false,false,true,false,real,general,0
289,1,1,0.016487,4.764706,0.456435,0.208333,13.638967,false,true,false,false,real,symmetric,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,3.749692,false,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179613,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
141347,2,2,0.000366,51.776118,12.794912,163.709778,1.848396417724999E13,false,false,true,false,real,symmetric,0
80595,1,1,0.000068,5.444444,0.64022,0.409882,0,false,false,false,false,real,symmetric,0
9728,1,1,0.007663,74.541941,32.800867,1075.896873,69.445707,false,false,false,false,pattern,symmetric,0
1250,1,1,0.004672,5.84,0.38382,0.147318,46.361184,true,false,false,false,real,general,0
261,1,1,0.034042,8.885057,31.451828,989.217507,728.293945,false,false,false,false,real,general,0
1282,2,2,0.018645,23.903276,4.586237,21.033572,2952529.181948,false,false,true,false,real,symmetric,0
38098,1911,1911,0.000471,17.959105,13.996169,195.892755,810.846725,true,false,true,false,real,general,0
82168,10559,6904,0.00014,11.542985,36.918123,1362.947779,124.739237,false,false,true,false,pattern,general,0
903,8,8,0.01443,13.0299,5.308466,28.179815,38058.662864,false,false,true,false,real,general,0
2559,1,2,0.00125,3.198124,0.402568,0.162061,7.116712063395475E193,false,false,false,false,pattern,symmetric,0
2851,1,1,0.003714,10.587864,2.709097,7.339207,12.405307,false,false,false,false,pattern,symmetric,0
365344,1,40197,0.000013,4.839932,2.656574,7.057388,5476145.572913,true,false,false,false,integer,symmetric,0
1086,2,2,0.018713,20.322284,5.620994,31.595577,59331370.246803,false,false,true,false,real,symmetric,0
512,32,32,0.013359,6.839844,3.470555,12.04475,9.900818,false,false,true,false,pattern,symmetric,0
936,1,1,0.00715,6.692308,0.727889,0.529823,7.792094,false,false,false,false,pattern,symmetric,0
2529,1,700,0.014096,35.649664,86.028071,7400.828957,1.311818,true,false,false,false,real,general,0
2021,1,522,0.00179,3.617021,2.391153,5.717611,26162.49,true,false,false,false,real,general,0
2000,1,1,0.001999,3.998,1.999499,3.997995,40600.269825,true,false,false,false,real,general,0
20545,6,8168,0.000203,4.163397,3.553911,12.63028,6906.456694,true,false,true,false,real,general,0
10848,1,1,0.01045,113.364307,48.095581,2313.184868,720343075276.382592,false,false,false,false,real,symmetric,0
2548,2,2,0.008827,22.491366,11.302716,127.751398,45328970.429531,false,false,true,false,real,symmetric,0
11790,317,597,0.000773,9.107973,14.493869,210.072233,11356272.35419,true,false,true,false,real,general,0
4101,31,439,0.004916,20.161424,25.766461,663.910521,3.223576,false,false,true,false,real,general,0
289,1,1,0.016487,4.764706,0.456435,0.208333,2.080159,false,true,false,false,real,symmetric,0
20414,1,1,0.00403,82.27682,43.900118,1927.220335,0.502741,false,false,false,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.194791,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,8.374127,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291122,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
148770,1,1,0.000481,71.530564,18.481007,341.547604,41952533.829821,false,false,false,false,real,symmetric,0
180895,1,1,0.00003,5.46281,0.598088,0.35771,0,false,false,false,false,real,symmetric,0
7548,1,1,0.014643,110.522258,201.878485,40754.922653,2832902219.651244,false,false,false,false,real,general,1
111,111,3,0.015664,1.738739,0.941099,0.885667,0,true,false,true,true,pattern,general,0
200,1,1,0.028,5.6,0.567105,0.321608,33.38668,true,false,false,false,real,general,0
2053,1,1,0.004377,8.985387,90.311437,8156.155732,728.293945,false,false,false,false,real,general,0
13681,1,1,0.003614,49.449236,7.834504,61.379459,107653.842416,false,false,false,false,real,symmetric,0
60098,3011,3011,0.000299,17.970415,13.997709,195.93586,810.846725,true,false,true,false,real,general,0
8297,6998,91,0.001506,12.497168,39.484232,1559.004603,45.144695,false,false,true,false,pattern,general,0
7980,4,4,0.006767,53.998622,11.189752,125.210551,19605.375998,false,false,true,false,real,general,0
956,1,1,0.003983,3.807531,0.404925,0.163964,3.881315,false,false,false,false,pattern,symmetric,0
11143,1,1,0.000529,5.890335,0.890323,0.792675,6.191049,false,false,false,false,pattern,symmetric,0
269118,1,41219,0.000018,4.734533,2.877899,8.282303,3522811.536704,false,false,false,false,integer,symmetric,0
1473,9,9,0.015781,23.245757,6.738367,45.405595,1199812631.745733,false,false,true,false,real,symmetric,0
2132,12,12,0.003272,6.97561,0.953329,0.908837,7.987013,false,false,true,false,pattern,symmetric,0
59,1,1,0.076702,4.525424,0.97124,0.943308,5.240012,false,false,false,false,pattern,symmetric,0
1009,1,1,0.006743,6.803766,0.603516,0.364232,7.83403,false,false,false,false,pattern,symmetric,0
1030,1,1,0.006464,6.658252,1.129903,1.276681,430234.353351,true,true,false,false,real,general,0
199,1,10,0.017702,3.522613,0.875157,0.7659,3.572553,false,false,false,false,pattern,general,0
500,1,1,0.007984,3.992,1.997979,3.99192,2544.017168,true,false,false,false,real,general,0
23052,1,1,0.00215,49.569929,12.225259,149.456955,859882070.371757,false,false,false,false,real,symmetric,0
3268,1,3037,0.001939,6.337821,9.59353,92.035827,17419.478816,false,false,false,false,real,general,0
16614,1,1,0.003974,66.025521,16.23236,263.489507,558627545.189343,false,false,false,false,real,general,0
11790,317,597,0.000773,9.107973,14.493869,210.072233,1242.624334,false,false,true,false,real,general,0
7337,31,676,0.002873,21.07946,25.83071,667.225555,4.89073,true,false,true,false,real,general,0
85567,1,1,0.000057,4.899097,0.304866,0.092943,5.980065,false,false,false,false,pattern,symmetric,0
367,1,1,0.017945,6.585831,1.170034,1.368979,0.88757,false,false,false,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.182355,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,3.661449,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291117,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
60000,1,1,0.000083,4.999967,0.005773,0.000033,0,false,false,false,false,real,symmetric,0
17222,1,1,0.000712,12.255487,5.749821,33.060441,15.948086,false,false,false,false,pattern,symmetric,0
65,1,3,0.059172,3.846154,0.852034,0.725962,3.268646,true,false,false,false,pattern,symmetric,0
2169,1,1,0.003219,6.98248,8.549922,73.101169,101659.645019,false,false,false,false,real,symmetric,0
200,1,1,0.028,5.6,0.567105,0.321608,9.424699,true,false,false,false,real,general,0
4101,1,1,0.002193,8.992685,127.859603,16348.077995,61096.820014,false,false,false,false,real,general,0
13681,1,1,0.003816,52.206783,7.846555,61.568422,324.70319,false,false,false,false,integer,symmetric,0
14098,711,711,0.00127,17.906512,13.988886,195.688925,810.846725,true,false,true,false,real,general,0
265214,231000,14079,0.000006,1.583796,9.984003,99.680307,69.932339,false,false,true,false,pattern,general,0
161070,457,457,0.000315,50.81726,19.698346,388.024829,376272.296032,false,false,true,false,real,general,0
17983,1,1,0.00022,3.95885,0.200037,0.040015,3.995714,true,false,false,false,pattern,symmetric,0
45087,351,58,0.000161,7.263025,2.385858,5.692317,9.645457,false,false,true,false,pattern,symmetric,0
196621,1,31743,0.000025,4.981726,3.40213,11.574486,9175158.951311,false,false,false,false,integer,symmetric,0
592,1,1,0.014564,8.621622,1.607535,2.584168,9.707433,false,false,false,false,pattern,symmetric,0
1089,1,1,0.006207,6.759412,0.66626,0.443903,7.841685,false,false,false,false,pattern,symmetric,0
886,1,1,0.007605,6.738149,1.392981,1.940396,430234.353351,true,true,false,false,real,general,0
5000,1,1,0.0008,3.9992,1.9998,3.999199,253496.341828,true,false,false,false,real,general,0
14760,387,737,0.000666,9.834485,16.866544,284.480293,2485.242652,false,false,true,false,real,general,0
3973,1,1,0.00501,19.903599,7.946068,63.14,175.838684,false,false,false,false,real,symmetric,0
3008,1,1273,0.002289,6.886636,10.155858,103.141451,5.508523,false,false,false,false,real,general,0
7337,31,672,0.002907,21.331334,26.202418,686.566729,4.89073,true,false,true,false,real,general,0
36519,57,57,0.000245,8.92979,0.791681,0.626759,10.631099,false,false,true,false,pattern,symmetric,0
13514,1,1,0.001932,26.103448,13.764986,189.47483,0.873561,false,false,false,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.180017,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.900904,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
180,168,45,0.007068,1.272222,3.364007,11.316543,1.565085,false,false,true,false,pattern,general,0
2327,1,1,0.004029,9.375591,11.993365,143.840814,6034.394729,false,false,false,false,real,symmetric,0
2048,1,1,0.002869,5.875,0.34241,0.117245,282.002902,true,false,false,false,real,general,0
68121,1,1,0.001159,78.944246,1061.447761,1126671.34927,530412.070875,false,false,false,false,real,general,0
21498,1,1,0.001941,41.727417,5.243934,27.498845,43.902281,false,false,false,false,pattern,symmetric,0
18696,221,221,0.012577,235.145967,252.77243,63893.901506,50416.071536,true,false,true,false,real,general,0
36692,1065,8719,0.000273,10.020222,36.100496,1303.245837,54.199192,false,false,true,false,pattern,symmetric,0
381689,109055,109055,0.000257,98.155729,68.685063,4717.637881,427053.637752,false,false,true,false,real,general,0
143437,1,87,0.00004,5.711121,0.668331,0.446666,5.953803,false,false,false,false,pattern,symmetric,0
1036,1,142,0.003481,3.606178,0.496675,0.246686,3.685252,false,false,false,false,pattern,symmetric,0
2003,1,1,0.020908,41.878682,22.809986,520.295464,2291330886443.890176,false,false,false,false,real,symmetric,0
607,4,4,0.013926,8.453048,2.372286,5.627742,9.70379,false,false,true,false,pattern,symmetric,0
1440,1,1,0.004583,6.6,0.808915,0.654343,7.817388,false,false,false,false,pattern,symmetric,0
2205,1,1,0.002907,6.409524,0.642279,0.412523,27461.016815,true,true,false,false,real,general,0
225,1,1,0.021037,4.733333,0.481812,0.232143,8.971753,false,false,false,false,real,general,0
2568,1,1,0.011468,29.450156,11.372943,129.343833,13858782454.194272,false,false,false,false,real,symmetric,0
3268,1,3037,0.001963,6.414627,9.87363,97.488577,17419.480252,false,false,false,false,real,general,0
17730,457,877,0.000583,10.33982,18.34954,336.7056,16841930.553629,true,false,true,false,real,general,0
10672,31,912,0.002005,21.401331,25.777033,664.455449,2.342579,true,false,true,false,real,general,0
33861,1,1,0.000145,4.915773,0.437323,0.191252,0.189286,false,false,false,false,real,general,1
10429,1,1,0.000953,9.933742,2.276176,5.180976,16.246655,false,false,false,false,pattern,symmetric,0
85623,1,1,0.000324,27.737279,14.712139,216.447047,0.937345,false,false,false,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179886,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.946552,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
52804,1,1,0.003807,201.011476,88.665018,7861.48539,609334766.154868,false,false,false,false,real,symmetric,0
50000,6,6,0.00014,6.99936,1.99999,3.99996,600446.323312,true,false,true,false,real,symmetric,0
84,1,1,0.047052,3.952381,0.214238,0.045898,3.414935,true,false,false,false,pattern,symmetric,0
2921,1,1,0.002396,6.999315,10.214682,104.339726,82576.061732,false,false,false,false,real,symmetric,0
3200,1,1,0.001844,5.9,0.308269,0.09503,111.073472,true,false,false,false,real,general,0
21498,1,1,0.001941,41.727417,5.243934,27.498845,175.609125,false,false,false,false,integer,symmetric,0
35696,271,271,0.006892,246.020535,253.614367,64320.247372,50416.071536,true,false,true,false,real,general,0
24010,1,282,0.000161,3.866222,0.341154,0.116386,0,false,false,false,false,pattern,symmetric,0
1806,41,41,0.019455,35.135105,9.552509,91.250435,18532770466.982336,false,false,true,false,real,symmetric,0
66,1,1,0.073462,4.848485,0.638325,0.407459,5.597958,false,false,false,false,pattern,symmetric,0
1180,1,1,0.005566,6.567797,0.84487,0.713805,7.802002,false,false,false,false,pattern,symmetric,0
1919,1,1,0.008798,16.883273,2.874853,8.264783,3.550341,false,false,false,false,real,symmetric,0
2961,1,1,0.001664,4.925701,0.267404,0.071505,9.919373,false,false,false,false,real,general,0
3251,1,1,0.006233,20.262996,7.893018,62.299735,23387394.113023,false,false,false,false,real,symmetric,0
3008,1,1273,0.002288,6.880984,10.157381,103.172395,58.871705,true,false,false,false,real,general,0
17730,457,877,0.000583,10.33982,18.34954,336.7056,3291.79913,false,false,true,false,real,general,0
10672,31,908,0.002043,21.798445,26.359988,694.848979,2.342953,true,false,true,false,real,general,0
33861,1,1,0.000145,4.915773,0.437323,0.191252,0.166652,false,false,false,false,real,general,1
12598,7,7,0.001238,15.599301,6.309873,39.814501,23.526246,false,false,true,false,pattern,symmetric,0
415,1,1,0.016136,6.696386,1.021206,1.042861,6.471857,false,false,false,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.180683,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,3.068085,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
63838,1,1,0.003472,221.636925,95.876453,9192.294165,1168598285.271573,false,false,false,false,real,symmetric,0
75000,1,1,0.000089,6.666187,3.485878,12.151344,498432.547815,true,false,false,false,real,symmetric,0
67173,13025,13025,0.00084,56.404463,37.35993,1395.764398,58.722915,false,false,true,false,real,general,0
47,2,24,0.119511,5.617021,4.469963,19.980574,643.744907,true,false,true,false,real,symmetric,0
3509,7,7,0.002611,9.16073,13.475106,181.578492,2202.906527,false,false,true,false,real,symmetric,0
450,1,1,0.012741,5.733333,0.481275,0.231626,68.366275,true,false,false,false,real,general,0
7224,1204,1204,0.001036,7.486434,3.499583,12.247082,40.347115,true,false,true,false,real,general,0
34546,21608,5194,0.000353,12.203381,15.224474,231.784601,5.66292,false,false,true,false,pattern,general,0
21701,1,277,0.000179,3.874292,0.346215,0.119865,3.992689,true,false,false,false,pattern,symmetric,0
16386,1,1,0.000366,5.999268,0.038265,0.001464,5.992587,false,false,false,false,pattern,symmetric,0
181908,1,25252,0.000027,4.909954,3.036185,9.21842,6139049.768698,true,false,false,false,integer,symmetric,0
3948,7,7,0.007559,29.841945,7.646009,58.461458,9685027890.301966,false,false,true,false,real,symmetric,0
72,1,1,0.042824,3.083333,0.622354,0.387324,4.016683,false,false,false,false,pattern,symmetric,0
1377,1,1,0.004743,6.530864,0.86558,0.749228,7.778856,false,false,false,false,pattern,symmetric,0
362,1,1,0.044153,15.983425,3.340302,11.157619,0.993979,false,false,false,false,real,symmetric,0
900,1,1,0.005407,4.866667,0.352963,0.124583,9.599868,false,false,false,false,real,general,0
6867,2,2,0.002092,14.368866,4.373587,19.128264,13856558024.301858,false,false,true,false,real,symmetric,0
3083,2,1872,0.001238,3.816737,3.488902,12.172439,21.503839,true,false,true,false,real,general,0
23670,597,1157,0.000463,10.969497,20.027907,401.117072,24977441.181974,true,false,true,false,real,general,0
10964,31,1200,0.001928,21.142466,25.923845,672.045742,2.170355,false,false,true,false,real,general,0
2837,1,880,0.001363,3.865703,2.01981,4.079631,428.994382,true,false,false,false,real,general,0
66,1,1,0.103306,6.818182,0.579365,0.335664,6.174562,false,false,false,false,pattern,symmetric,0
12504,1,1,0.005596,69.96857,34.930413,1220.13378,308787.909352,false,false,false,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179928,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,3.733803,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.412562,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
15838,3600,3600,0.000257,4.067685,2.728032,7.442157,75005.527265,false,false,true,false,real,general,0
18010,1,1,0.002963,53.356247,7.5176,56.514316,57.390238,false,false,false,false,pattern,symmetric,0
62500,1,1,0.000109,6.799456,2.863136,8.197545,502491.681818,true,false,false,false,real,symmetric,0
3792,2,2,0.002008,7.613397,12.606636,158.927259,83868.135849,false,false,true,false,real,symmetric,0
450,1,1,0.012741,5.733333,0.481275,0.231626,18.784952,true,false,false,false,real,general,0
27770,20086,4455,0.000457,12.704609,15.967372,254.956963,10.801154,false,false,true,false,pattern,general,0
36476,1,295,0.000107,3.908872,0.309639,0.095876,3.993108,true,false,false,false,pattern,symmetric,0
78136,1,1,0.000148,11.584698,4.986685,24.867031,14.454368,false,false,false,false,pattern,symmetric,0
88360,1,8940,0.000053,4.64828,2.422219,5.867147,21591640.377958,true,false,false,false,integer,symmetric,0
4884,75,75,0.012173,59.454955,17.31634,299.85564,4930273027.491444,false,false,true,false,real,symmetric,0
758,1,1,0.010432,7.907652,1.497482,2.242451,9.266602,false,false,false,false,pattern,symmetric,0
1138,1,1,0.005753,6.546573,0.844055,0.712429,7.728276,false,false,false,false,pattern,symmetric,0
1919,1919,2,0.001312,2.517457,2.417261,5.843152,0,false,false,true,true,real,skew-symmetric,0
2534,1,1,0.072161,182.857143,0.349996,0.122497,6.591822,false,false,false,false,complex,symmetric,1
13436,1,2545,0.000397,5.32852,4.623832,21.379822,15.557599,true,false,false,false,real,general,0
23670,597,1157,0.000463,10.969497,20.027907,401.117072,4655.300846,false,false,true,false,real,general,0
5773,212,212,0.002151,12.420059,4.833477,23.362501,129211745.667011,false,false,true,false,real,general,0
10964,31,1192,0.001944,21.318953,26.184819,685.644771,2.170743,false,false,true,false,real,general,0
5308,1,1076,0.000805,4.272796,2.853003,8.139625,?,false,false,false,false,real,general,0
258,1,1,0.026952,6.953488,0.302016,0.091213,7.515726,false,false,false,false,pattern,symmetric,0
29067,1,1,0.002463,71.595383,37.067046,1373.965881,79934.633755,false,false,false,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179827,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,3.209061,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,false,false,true,false,real,general,0
256000,1,1,0.000027,6.9,0.310242,0.09625,1593.938505,false,true,false,false,real,symmetric,0
201822,1,1,0.000277,55.961768,9.517413,90.581144,62.364343,false,false,false,false,pattern,symmetric,0
87500,1,1,0.000075,6.570994,3.997785,15.982285,600446.32333,true,false,false,false,real,symmetric,0
38,35,9,0.034626,1.315789,2.505187,6.27596,2,true,false,true,false,pattern,general,0
3969,1,1,0.001973,7.830436,14.973573,224.207884,1652.279359,false,false,false,false,real,symmetric,0
800,1,1,0.00725,5.8,0.424529,0.180225,31.050902,true,false,false,false,real,general,0
214765,1,1,0.000073,15.635862,3.13119,9.804348,17.070689,false,false,false,false,pattern,symmetric,0
240116,1,30440,0.000021,4.972455,2.996118,8.976723,4189905.041954,true,false,false,false,integer,symmetric,0
494,1,1,0.006827,3.37247,1.419557,2.015143,30014.423159,false,true,false,false,real,symmetric,0
256,1,1,0.044495,11.390625,7.24716,52.521324,11.270265,false,false,false,false,pattern,symmetric,0
4410,1,1,0.011262,49.665306,9.682859,93.757766,276088464.525083,false,false,false,false,real,symmetric,0
1000,318,318,0.00375,3.75,2.016821,4.067568,7.331633,true,true,true,false,real,symmetric,0
1000,1,1,0.003996,3.996,0.063151,0.003988,199210.496862,true,false,false,false,real,general,0
10800,1,1,0.006944,75,30.547772,933.166404,102.498949,false,false,false,false,pattern,symmetric,0
213360,1,1,0.000066,14.162205,5.886378,34.649443,1.652079,true,false,false,false,real,general,0
1813,6,470,0.003415,6.190844,30.785754,947.762676,2.105421,false,false,true,false,real,general,0
1813,6,469,0.003421,6.202978,30.785641,947.755686,1.174297,false,false,true,false,real,general,0
1220,34,188,0.003959,4.829508,4.014385,16.115289,2.872038,false,false,true,false,real,general,0
430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291116,false,false,true,false,real,general,0
25,1,1,0.2704,6.76,1.854724,3.44,3.732051,false,false,false,false,pattern,symmetric,0
44234,1,1,0.000222,9.827373,21.343438,455.542329,11297.628476,false,false,false,false,real,symmetric,0
